relative_time,tess_flux,r_flux,g_flux,tess_uncert,r_uncert,g_uncert,mwebv,max_light,max_uncert
-30.0,,,,,,,0.0597,8.100000000000001,2.7280008960572006
-29.5,,,,,,,0.0597,8.100000000000001,2.7280008960572006
-29.0,,-98.44567585518051,14.72530103753902,,379.0824472151139,120.92315115783386,0.0597,8.100000000000001,2.7280008960572006
-28.5,,,,,,,0.0597,8.100000000000001,2.7280008960572006
-28.0,,,,,,,0.0597,8.100000000000001,2.7280008960572006
-27.5,,,,,,,0.0597,8.100000000000001,2.7280008960572006
-27.0,,,-187.846491125651,,,114.5815447483907,0.0597,8.100000000000001,2.7280008960572006
-26.5,,,,,,,0.0597,8.100000000000001,2.7280008960572006
-26.0,,,,,,,0.0597,8.100000000000001,2.7280008960572006
-25.5,,,,,,,0.0597,8.100000000000001,2.7280008960572006
-25.0,,-22.928503212101948,-66.28196319205834,,162.94096335273673,86.02061526200283,0.0597,8.100000000000001,2.7280008960572006
-24.5,,,,,,,0.0597,8.100000000000001,2.7280008960572006
-24.0,,,,,,,0.0597,8.100000000000001,2.7280008960572006
-23.5,,,,,,,0.0597,8.100000000000001,2.7280008960572006
-23.0,-407.6622445296127,,,313.98898204154415,,,0.0597,8.100000000000001,2.7280008960572006
-22.5,-46.99906600742567,,,306.0549298742392,,,0.0597,8.100000000000001,2.7280008960572006
-22.0,-153.36548190872952,-24.017467931941177,-23.05795070570778,303.35563622088176,144.23018450466762,84.15182074315292,0.0597,8.100000000000001,2.7280008960572006
-21.5,105.82085966142091,,,302.0103566063626,,,0.0597,8.100000000000001,2.7280008960572006
-21.0,-124.3184951806314,,,301.7055233585366,,,0.0597,8.100000000000001,2.7280008960572006
-20.5,-199.66955203635968,,,303.08727667109986,,,0.0597,8.100000000000001,2.7280008960572006
-20.0,-254.99484053610936,-96.80851559837996,99.75131190800573,305.4811769497806,170.9506478104694,93.8013047894953,0.0597,8.100000000000001,2.7280008960572006
-19.5,-295.7665327181883,,,306.4532961408308,,,0.0597,8.100000000000001,2.7280008960572006
-19.0,-117.07176571966164,,,302.10029956034157,,,0.0597,8.100000000000001,2.7280008960572006
-18.5,-226.35428181871288,,,302.2677226109341,,,0.0597,8.100000000000001,2.7280008960572006
-18.0,-125.71726600172693,,,301.5167605200917,,,0.0597,8.100000000000001,2.7280008960572006
-17.5,-51.00613505478491,,,309.7682289322158,,,0.0597,8.100000000000001,2.7280008960572006
-17.0,-87.66805160727937,,,304.87115379326127,,,0.0597,8.100000000000001,2.7280008960572006
-16.5,-306.6787197770454,,,304.9246229962413,,,0.0597,8.100000000000001,2.7280008960572006
