relative_time,tess_flux,r_flux,g_flux,tess_uncert,r_uncert,g_uncert,mwebv,max_light,max_uncert
-30.0,,-4.465939454376345,46.126629199458876,,29.32641777612195,33.12524355898181,0.0335,8.0,2.9191018405591054
-29.5,,,,,,,0.0335,8.0,2.9191018405591054
-29.0,,,,,,,0.0335,8.0,2.9191018405591054
-28.5,,,,,,,0.0335,8.0,2.9191018405591054
-28.0,,10.984539594419854,-34.27372169927492,,25.549620727974304,17.111658833441943,0.0335,8.0,2.9191018405591054
-27.5,,,,,,,0.0335,8.0,2.9191018405591054
-27.0,,,,,,,0.0335,8.0,2.9191018405591054
-26.5,,,,,,,0.0335,8.0,2.9191018405591054
-26.0,,-39.291994525776886,-15.470276561866378,,19.65850364445271,18.47894657103237,0.0335,8.0,2.9191018405591054
-25.5,,,,,,,0.0335,8.0,2.9191018405591054
-25.0,,,,,,,0.0335,8.0,2.9191018405591054
-24.5,,,,,,,0.0335,8.0,2.9191018405591054
-24.0,,-2.5858753181612304,-34.16815177217428,,21.938251246622638,17.592692908988614,0.0335,8.0,2.9191018405591054
-23.5,,,,,,,0.0335,8.0,2.9191018405591054
-23.0,,,,,,,0.0335,8.0,2.9191018405591054
-22.5,,,,,,,0.0335,8.0,2.9191018405591054
-22.0,,-8.0961613053502,,,35.1651728065524,,0.0335,8.0,2.9191018405591054
-21.5,,,,,,,0.0335,8.0,2.9191018405591054
-21.0,,-4.458132620415571,61.98549444138593,,25.269164595883,22.7256149665827,0.0335,8.0,2.9191018405591054
-20.5,,,,,,,0.0335,8.0,2.9191018405591054
-20.0,,24.916116730558592,-10.608066982599597,,34.3132873352584,18.0657549491407,0.0335,8.0,2.9191018405591054
-19.5,,,,,,,0.0335,8.0,2.9191018405591054
-19.0,,-53.26591973663074,-55.12480462424322,,32.1886857459875,22.0997658031321,0.0335,8.0,2.9191018405591054
-18.5,,,,,,,0.0335,8.0,2.9191018405591054
-18.0,,-19.339173524069853,-5.418103175820392,,19.7579328117733,19.6694956884668,0.0335,8.0,2.9191018405591054
-17.5,,,,,,,0.0335,8.0,2.9191018405591054
-17.0,,-62.30454931443635,-8.545951336460819,,27.2042849812923,20.9220054650872,0.0335,8.0,2.9191018405591054
-16.5,,,,,,,0.0335,8.0,2.9191018405591054
-16.0,,-67.17093150984522,-50.41567460455267,,24.4351128712073,18.3093318329252,0.0335,8.0,2.9191018405591054
-15.5,,,,,,,0.0335,8.0,2.9191018405591054
-15.0,,-37.89085100466536,7.380241725489414,,23.8340188721901,20.434927973284,0.0335,8.0,2.9191018405591054
-14.5,,,,,,,0.0335,8.0,2.9191018405591054
-14.0,,-37.84024102455982,-5.926034255691044,,21.4060054791966,20.9396803201283,0.0335,8.0,2.9191018405591054
-13.5,,,,,,,0.0335,8.0,2.9191018405591054
-13.0,,-63.950087947596444,6.1759134090985,,30.7672308716913,21.8736881254411,0.0335,8.0,2.9191018405591054
-12.5,,,,,,,0.0335,8.0,2.9191018405591054
-12.0,,-36.37120631596524,-10.82625779217017,,22.9227233315076,23.7476652561156,0.0335,8.0,2.9191018405591054
-11.5,,,,,,,0.0335,8.0,2.9191018405591054
-11.0,,,,,,,0.0335,8.0,2.9191018405591054
-10.5,,,,,,,0.0335,8.0,2.9191018405591054
-10.0,,71.4398997023989,,,28.8965150158318,,0.0335,8.0,2.9191018405591054
-9.5,,,,,,,0.0335,8.0,2.9191018405591054
-9.0,,,,,,,0.0335,8.0,2.9191018405591054
-8.5,,,,,,,0.0335,8.0,2.9191018405591054
-8.0,,61.374596327566124,48.20520901256343,,39.09435911218287,38.836736900565874,0.0335,8.0,2.9191018405591054
-7.5,,,,,,,0.0335,8.0,2.9191018405591054
-7.0,,,,,,,0.0335,8.0,2.9191018405591054
-6.5,,,,,,,0.0335,8.0,2.9191018405591054
-6.0,,,,,,,0.0335,8.0,2.9191018405591054
-5.5,,,,,,,0.0335,8.0,2.9191018405591054
-5.0,,,,,,,0.0335,8.0,2.9191018405591054
-4.5,,,,,,,0.0335,8.0,2.9191018405591054
-4.0,,193.75691531712286,145.11168026096567,,46.70768972870112,60.119762302090706,0.0335,8.0,2.9191018405591054
-3.5,,,,,,,0.0335,8.0,2.9191018405591054
-3.0,,,,,,,0.0335,8.0,2.9191018405591054
-2.5,,,,,,,0.0335,8.0,2.9191018405591054
-2.0,,186.4058472241003,225.07124764961992,,44.30487774760836,39.85155860800314,0.0335,8.0,2.9191018405591054
-1.5,,,,,,,0.0335,8.0,2.9191018405591054
-1.0,,,,,,,0.0335,8.0,2.9191018405591054
-0.5,,,,,,,0.0335,8.0,2.9191018405591054
0.0,,154.33445236254545,219.4821628393671,,36.580536415781175,27.584418009542677,0.0335,8.0,2.9191018405591054
0.5,,,,,,,0.0335,8.0,2.9191018405591054
1.0,,,,,,,0.0335,8.0,2.9191018405591054
1.5,,,,,,,0.0335,8.0,2.9191018405591054
2.0,,,286.9387691257751,,,22.1323418017545,0.0335,8.0,2.9191018405591054
2.5,,,,,,,0.0335,8.0,2.9191018405591054
3.0,,,,,,,0.0335,8.0,2.9191018405591054
3.5,,,,,,,0.0335,8.0,2.9191018405591054
4.0,,,,,,,0.0335,8.0,2.9191018405591054
4.5,,,,,,,0.0335,8.0,2.9191018405591054
5.0,,316.0743712493665,313.39061485372724,,24.54939225807441,20.72713320289193,0.0335,8.0,2.9191018405591054
5.5,,,,,,,0.0335,8.0,2.9191018405591054
6.0,,,,,,,0.0335,8.0,2.9191018405591054
6.5,,,,,,,0.0335,8.0,2.9191018405591054
7.0,,272.62790025086235,333.6201652149459,,26.924504287022643,27.441721964965293,0.0335,8.0,2.9191018405591054
7.5,,,,,,,0.0335,8.0,2.9191018405591054
8.0,,,,,,,0.0335,8.0,2.9191018405591054
8.5,,,,,,,0.0335,8.0,2.9191018405591054
9.0,,322.33055660918797,338.5582762988921,,27.663427850227514,21.468771522473997,0.0335,8.0,2.9191018405591054
9.5,,,,,,,0.0335,8.0,2.9191018405591054
10.0,,,,,,,0.0335,8.0,2.9191018405591054
10.5,,,,,,,0.0335,8.0,2.9191018405591054
11.0,,,301.0757801520672,,,22.316804639036288,0.0335,8.0,2.9191018405591054
11.5,,,,,,,0.0335,8.0,2.9191018405591054
12.0,,,,,,,0.0335,8.0,2.9191018405591054
12.5,,,,,,,0.0335,8.0,2.9191018405591054
13.0,,268.28954888786257,228.60119197333984,,26.556261274889202,19.831292216020724,0.0335,8.0,2.9191018405591054
13.5,,,,,,,0.0335,8.0,2.9191018405591054
14.0,,,,,,,0.0335,8.0,2.9191018405591054
14.5,,,,,,,0.0335,8.0,2.9191018405591054
