relative_time,tess_flux,r_flux,g_flux,tess_uncert,r_uncert,g_uncert,mwebv,max_light,max_uncert
-30.0,,,,,,,0.0279,18.1,2.543564864952774
-29.5,,,,,,,0.0279,18.1,2.543564864952774
-29.0,,-35.83070805296702,-27.60751659675521,,29.5652722096086,26.6905040222067,0.0279,18.1,2.543564864952774
-28.5,,,,,,,0.0279,18.1,2.543564864952774
-28.0,,,,,,,0.0279,18.1,2.543564864952774
-27.5,,,,,,,0.0279,18.1,2.543564864952774
-27.0,,-0.286218799018725,-15.95377728021441,,23.5509359524299,23.8472628244085,0.0279,18.1,2.543564864952774
-26.5,,,,,,,0.0279,18.1,2.543564864952774
-26.0,,,,,,,0.0279,18.1,2.543564864952774
-25.5,,,,,,,0.0279,18.1,2.543564864952774
-25.0,,,-42.93406745152445,,,28.0680606343896,0.0279,18.1,2.543564864952774
-24.5,,,,,,,0.0279,18.1,2.543564864952774
-24.0,,,,,,,0.0279,18.1,2.543564864952774
-23.5,,,,,,,0.0279,18.1,2.543564864952774
-23.0,,,,,,,0.0279,18.1,2.543564864952774
-22.5,,,,,,,0.0279,18.1,2.543564864952774
-22.0,,,,,,,0.0279,18.1,2.543564864952774
-21.5,,,,,,,0.0279,18.1,2.543564864952774
-21.0,,,53.72159092818097,,,53.0720818712952,0.0279,18.1,2.543564864952774
-20.5,,,,,,,0.0279,18.1,2.543564864952774
-20.0,,,,,,,0.0279,18.1,2.543564864952774
-19.5,,,,,,,0.0279,18.1,2.543564864952774
-19.0,,,,,,,0.0279,18.1,2.543564864952774
-18.5,,,,,,,0.0279,18.1,2.543564864952774
-18.0,,,,,,,0.0279,18.1,2.543564864952774
-17.5,,,,,,,0.0279,18.1,2.543564864952774
-17.0,,,,,,,0.0279,18.1,2.543564864952774
-16.5,,,,,,,0.0279,18.1,2.543564864952774
-16.0,,,,,,,0.0279,18.1,2.543564864952774
-15.5,,,,,,,0.0279,18.1,2.543564864952774
-15.0,,,-140.71279088927432,,,73.8962964011844,0.0279,18.1,2.543564864952774
-14.5,,,,,,,0.0279,18.1,2.543564864952774
-14.0,,-45.69197936142679,,,50.481631880405466,,0.0279,18.1,2.543564864952774
-13.5,,,,,,,0.0279,18.1,2.543564864952774
-13.0,,1.5649068624277274,-16.83648222261656,,38.6425804871176,53.5033940872709,0.0279,18.1,2.543564864952774
-12.5,,,,,,,0.0279,18.1,2.543564864952774
-12.0,,,,,,,0.0279,18.1,2.543564864952774
-11.5,,,,,,,0.0279,18.1,2.543564864952774
