relative_time,tess_flux,r_flux,g_flux,tess_uncert,r_uncert,g_uncert,mwebv,max_light,max_uncert
-30.0,,,,,,,0.0107,5.850000000000001,3.617050670858173
-29.5,,,,,,,0.0107,5.850000000000001,3.617050670858173
-29.0,,,,,,,0.0107,5.850000000000001,3.617050670858173
-28.5,,,,,,,0.0107,5.850000000000001,3.617050670858173
-28.0,,,,,,,0.0107,5.850000000000001,3.617050670858173
-27.5,,,,,,,0.0107,5.850000000000001,3.617050670858173
-27.0,,,,,,,0.0107,5.850000000000001,3.617050670858173
-26.5,-225.66401492716759,,,247.15440136231337,,,0.0107,5.850000000000001,3.617050670858173
-26.0,-167.49322514363678,,,232.5166116670943,,,0.0107,5.850000000000001,3.617050670858173
-25.5,-248.58347809233058,,,203.67182669983728,,,0.0107,5.850000000000001,3.617050670858173
-25.0,-199.52907313881812,,,186.38960294555744,,,0.0107,5.850000000000001,3.617050670858173
-24.5,-48.491746353291255,,,173.36904940460224,,,0.0107,5.850000000000001,3.617050670858173
-24.0,-149.98686289032426,,,166.52766313784818,,,0.0107,5.850000000000001,3.617050670858173
-23.5,-170.5907870386361,,,161.79549475097343,,,0.0107,5.850000000000001,3.617050670858173
-23.0,-120.8959750542141,,,158.06411083967652,,,0.0107,5.850000000000001,3.617050670858173
-22.5,-109.12089727893323,,,154.9458976545493,,,0.0107,5.850000000000001,3.617050670858173
-22.0,-81.5493613110541,,,150.65245295509968,,,0.0107,5.850000000000001,3.617050670858173
-21.5,91.76527005899577,,,146.7490719403339,,,0.0107,5.850000000000001,3.617050670858173
-21.0,42.53760539406563,,,145.61668177210512,,,0.0107,5.850000000000001,3.617050670858173
-20.5,61.90325151176411,,,141.95971786182545,,,0.0107,5.850000000000001,3.617050670858173
-20.0,130.84767414191433,,,140.35515848089128,,,0.0107,5.850000000000001,3.617050670858173
-19.5,112.0244143773532,,,137.18921809745805,,,0.0107,5.850000000000001,3.617050670858173
-19.0,15.403538747163847,-12.64420826464149,-14.931439218617896,134.14892287603737,21.03725431803323,17.96853675739774,0.0107,5.850000000000001,3.617050670858173
-18.5,-7.1934601960050095,,,130.34803712743704,,,0.0107,5.850000000000001,3.617050670858173
-18.0,60.90719075667292,,-28.45663219174159,129.6958259869478,,17.9942542585767,0.0107,5.850000000000001,3.617050670858173
-17.5,-55.824805836002014,,,129.11542803594628,,,0.0107,5.850000000000001,3.617050670858173
-17.0,-21.30481550745258,,,129.00428142368213,,,0.0107,5.850000000000001,3.617050670858173
-16.5,56.62695111221514,,,128.4512749797591,,,0.0107,5.850000000000001,3.617050670858173
-16.0,-29.480065749819772,11.418029249985128,-6.830845552225975,127.95649754551101,32.69958376500095,23.31124828933478,0.0107,5.850000000000001,3.617050670858173
-15.5,-63.36776547590755,,,128.19574520818068,,,0.0107,5.850000000000001,3.617050670858173
-15.0,-21.335412495178236,-15.563102231811822,-5.128706272975901,128.30059056452552,35.2367542374629,22.935042907548265,0.0107,5.850000000000001,3.617050670858173
-14.5,,,,,,,0.0107,5.850000000000001,3.617050670858173
-14.0,87.46117743249107,37.729387899382225,9.333113642930584,250.84456157061004,28.145997309663176,22.907572588543246,0.0107,5.850000000000001,3.617050670858173
-13.5,,,,,,,0.0107,5.850000000000001,3.617050670858173
-13.0,,,,,,,0.0107,5.850000000000001,3.617050670858173
-12.5,232.8749057088662,,,272.63627698369135,,,0.0107,5.850000000000001,3.617050670858173
-12.0,120.90005374701197,,9.418033388060044,260.45054832838173,,40.9289333445786,0.0107,5.850000000000001,3.617050670858173
-11.5,72.1828116215328,,,227.96629273520966,,,0.0107,5.850000000000001,3.617050670858173
-11.0,-32.61895460732682,92.92961881954555,51.727568453698154,223.18078565031047,60.22341513266727,65.47984709099929,0.0107,5.850000000000001,3.617050670858173
-10.5,-70.25594453902062,,,220.2470825438602,,,0.0107,5.850000000000001,3.617050670858173
-10.0,130.95783309742163,,,192.91899255762794,,,0.0107,5.850000000000001,3.617050670858173
-9.5,5.231711854494347,,,165.6036726024588,,,0.0107,5.850000000000001,3.617050670858173
-9.0,-30.185657818126767,,,160.99345152362096,,,0.0107,5.850000000000001,3.617050670858173
-8.5,-45.922828002801076,,,154.05289880856887,,,0.0107,5.850000000000001,3.617050670858173
-8.0,-71.08717401068468,,,149.31325270413714,,,0.0107,5.850000000000001,3.617050670858173
-7.5,51.66326520278424,,,146.70334694187363,,,0.0107,5.850000000000001,3.617050670858173
-7.0,61.35900427351153,,,143.01592070160422,,,0.0107,5.850000000000001,3.617050670858173
-6.5,108.52028337586266,,,143.12500198564408,,,0.0107,5.850000000000001,3.617050670858173
