relative_time,tess_flux,r_flux,g_flux,tess_uncert,r_uncert,g_uncert,mwebv,max_light,max_uncert
-30.0,,-4.3995134482279,-26.129084801868565,,22.766816127562763,20.72434208970761,0.0558,18.0,2.6318793454276905
-29.5,,,,,,,0.0558,18.0,2.6318793454276905
-29.0,,13.501690549862502,4.543423644599439,,23.842802000395743,19.108932162687154,0.0558,18.0,2.6318793454276905
-28.5,,,,,,,0.0558,18.0,2.6318793454276905
-28.0,,3.4234824805827646,-6.833486233719643,,27.02011562830062,34.34388065374756,0.0558,18.0,2.6318793454276905
-27.5,,,,,,,0.0558,18.0,2.6318793454276905
-27.0,,-42.21921926198886,-12.890181367362503,,35.251696042698924,42.22292890907801,0.0558,18.0,2.6318793454276905
-26.5,,,,,,,0.0558,18.0,2.6318793454276905
-26.0,,,,,,,0.0558,18.0,2.6318793454276905
-25.5,,,,,,,0.0558,18.0,2.6318793454276905
-25.0,,-62.14056590055765,-72.06922336626523,,63.86711450800107,84.13711606691676,0.0558,18.0,2.6318793454276905
-24.5,,,,,,,0.0558,18.0,2.6318793454276905
-24.0,,,,,,,0.0558,18.0,2.6318793454276905
-23.5,,,,,,,0.0558,18.0,2.6318793454276905
-23.0,,,,,,,0.0558,18.0,2.6318793454276905
-22.5,,,,,,,0.0558,18.0,2.6318793454276905
-22.0,,,-86.72777763894369,,,91.452974416024,0.0558,18.0,2.6318793454276905
-21.5,,,,,,,0.0558,18.0,2.6318793454276905
-21.0,,,,,,,0.0558,18.0,2.6318793454276905
-20.5,,,,,,,0.0558,18.0,2.6318793454276905
-20.0,,,,,,,0.0558,18.0,2.6318793454276905
-19.5,,,,,,,0.0558,18.0,2.6318793454276905
-19.0,,3.344997426469744,,,36.67533008088143,,0.0558,18.0,2.6318793454276905
-18.5,,,,,,,0.0558,18.0,2.6318793454276905
-18.0,,,,,,,0.0558,18.0,2.6318793454276905
-17.5,,,,,,,0.0558,18.0,2.6318793454276905
-17.0,,,,,,,0.0558,18.0,2.6318793454276905
-16.5,,,,,,,0.0558,18.0,2.6318793454276905
-16.0,,9.94608724724301,,,32.16073649071134,,0.0558,18.0,2.6318793454276905
-15.5,,,,,,,0.0558,18.0,2.6318793454276905
-15.0,,16.56085344429248,,,31.320054573795996,,0.0558,18.0,2.6318793454276905
-14.5,,,,,,,0.0558,18.0,2.6318793454276905
-14.0,,,,,,,0.0558,18.0,2.6318793454276905
-13.5,,,,,,,0.0558,18.0,2.6318793454276905
-13.0,,6.126868654429489,27.37408105042068,,63.914914778823416,56.7920418821124,0.0558,18.0,2.6318793454276905
-12.5,,,,,,,0.0558,18.0,2.6318793454276905
-12.0,,8.65199309140833,-23.45717517249092,,29.394405650817777,20.2974910584047,0.0558,18.0,2.6318793454276905
-11.5,,,,,,,0.0558,18.0,2.6318793454276905
-11.0,,4.294264439776788,-27.564086073666783,,28.24791846766116,29.6757155725285,0.0558,18.0,2.6318793454276905
-10.5,,,,,,,0.0558,18.0,2.6318793454276905
-10.0,,,-14.392539163667866,,,49.25706983143769,0.0558,18.0,2.6318793454276905
-9.5,,,,,,,0.0558,18.0,2.6318793454276905
-9.0,,9.702822837122405,45.21238676354116,,32.607479922085695,34.64592382291298,0.0558,18.0,2.6318793454276905
-8.5,,,,,,,0.0558,18.0,2.6318793454276905
-8.0,,,,,,,0.0558,18.0,2.6318793454276905
-7.5,,,,,,,0.0558,18.0,2.6318793454276905
-7.0,,-19.491526696064746,-16.38065507743979,,40.12781271683645,46.25840464351607,0.0558,18.0,2.6318793454276905
-6.5,,,,,,,0.0558,18.0,2.6318793454276905
-6.0,,-11.992904583935251,,,34.4294219530018,,0.0558,18.0,2.6318793454276905
-5.5,,,,,,,0.0558,18.0,2.6318793454276905
-5.0,,-112.41543288818393,-45.29517361993289,,55.268070223378295,31.308837192238062,0.0558,18.0,2.6318793454276905
-4.5,,,,,,,0.0558,18.0,2.6318793454276905
-4.0,361.32082543162255,,-34.850106844406405,95.34351913923386,,29.485094740754466,0.0558,18.0,2.6318793454276905
-3.5,521.6426281222545,,,97.51867303122883,,,0.0558,18.0,2.6318793454276905
-3.0,427.51864875273554,-12.517156519105654,-6.766461621280666,101.34878566288093,31.246308786084327,27.2316653751242,0.0558,18.0,2.6318793454276905
-2.5,268.5082611285478,,,117.6989795244009,,,0.0558,18.0,2.6318793454276905
