,g_$t_0$,r_$t_0$,tess_$t_0$,g_$\beta_1$,r_$\beta_1$,tess_$\beta_1$,g_$\beta_2$,r_$\beta_2$,tess_$\beta_2$,g_$c$,r_$c$,tess_$c$,g_$f_0$,r_$f_0$,tess_$f_0$,g_enough_data,r_enough_data,tess_enough_data
lc_2018ifh_ZTF18accjwuo_processed.csv,-5.025077128792633,-5.046672418220005,-3.38376601630804,0.9199692502388552,0.4362700743969461,3.755477112007576,-0.0012658059100195,-0.0013456142946011,-0.0999941946200344,164.49024265457314,294.0229299852732,30.43571440177206,0.0002339100206747,0.0005890576023832,-19.98503106227353,False,False,True
lc_2018ijn_ZTF18acfvhko_processed.csv,-13.226057511825704,-5.659314412050684,-4.0000059278441125,3.402415775363842,0.0,0.0,-0.0008048181091795,-0.0007028898334275,0.0,0.138307028073222,-82.85965659848418,1022.8432988461946,0.0039366031441541,-0.0001466274712097,0.0530982183306741,True,False,True
lc_2018ime_ZTF18achoord_processed.csv,-3.3193655963950155,-9.492788977951722,-2.112083993851381,1.9985315153424308,0.0,2.1158788530910115,-0.0139632561791713,-0.0021397767779648,-0.039022752779638,9.64067502164087,214.42206417976416,15.212756431561434,-0.1058036318021937,0.002973714871951,0.1900220611417918,True,True,True
lc_2018iti_ZTF18achqdch_processed.csv,-3.0000000000000004,-5.997782870314598,-6.032315545036017,0.0211984719452665,1.446115788147421,1.143684142505732,-0.0006982222955725,-0.0108751898480159,-0.0186767288095122,331.72252956864355,48.32307760928093,80.71272744258673,-0.0175148412897353,0.071635361669947,-0.10418988167729,True,True,True
lc_2018itr_ZTF18acmyxfx_processed.csv,-8.271738071216259,-1.275007077159653,-9.30855854018414,3.1236881119543565,0.579298163773603,0.0,-0.0022639634998257,0.0,-0.0021158617217742,0.2497171359244631,269.01971358864114,676.2547533566257,-0.0028196423489347,5.444471979949352,0.0027865789221146,True,True,True
lc_2018iuj_ZTF18acmyhbd_processed.csv,-7.843984886749553,-9.968675036099352,-3.945609663071397,2.71684872399216,1.2141309451800426,0.3638737080085419,-0.0374832108486649,-0.0048994649430784,0.0,7.045560873587576,22.072283164644013,225.6365132729821,0.3141770425569855,0.0365347092319138,-10.47259055011765,True,True,True
lc_2018iwg_ZTF18abwbcjx_processed.csv,-3.0012491549430536,-6.370358453894234,-1.5000000000000002,0.0765534177321488,0.7039315047377563,0.012173406612301,-0.0367206637957181,-0.0120956812459248,-0.0021080986368756,483.3084203835141,96.13331994471577,323.6135911629241,0.2815857185918116,0.1619030370891038,0.0086126410959907,True,True,True
lc_2018iyh_ZTF18acmwyya_processed.csv,-3.2808084580522205,-7.613422657719054e-13,-5.000011964844704,0.4663283067456847,0.0271461849387137,1.0067930773696938,-0.0001377423845975,-4.43166293708492e-08,-5.851850005967333e-05,163.24184656343107,447.19986755038144,47.6378765032882,1.988701962395119,-0.0133963181403341,-0.0062072705541969,True,True,True
lc_2018iyx_ZTF18acptgzz_processed.csv,-8.682845087227502,-3.000000000008148,-8.50023733292981,2.4819843791736567,1.0126292464130435,0.0,-0.0119357011580187,-0.0307101700266473,-0.0019369638510457,3.780370997912376,161.608238839002,581.8293206341441,-0.0253814425923111,0.1173329613033882,0.0023526776761776,True,True,True
lc_2018izg_ZTF18acrcshq_processed.csv,-4.170355244375827,-4.546972694551796,-5.217613943093317,0.2540423947106434,0.6487785170343869,0.0,-0.0048577452451097,-0.0014744603897532,-0.0012227421870378,405.8263849005548,167.3416087912321,565.8425083860554,0.0085100344231277,-0.0001812125179476,0.0012359683609681,False,False,True
lc_2018jeb_ZTF18acpuxuh_processed.csv,-5.580892920000292,-13.918289599102028,-9.45356868744957,0.8537173214955884,3.295562405944569,0.0,-0.0018010652564171,-0.0117118908421733,-0.0021190371670556,118.39524417124974,0.2905198238852323,421.2972004187179,0.002923590728897,0.0465797981101547,0.0027608347537964,False,True,True
lc_2018jjs_ZTF18acrvakb_processed.csv,-3.007712098661653e-16,-2.3704731264652565,-8.554963216005834,0.0382355580724443,0.658562405190267,1.9149822982322835,-0.0010275274745526,-0.0267552501104772,-0.010411890599751,1363.5193572053438,427.5732689803973,14.206864934340144,-0.0129341299233731,-0.1934145814328364,-0.0374158891493263,True,True,True
lc_2018jnd_ZTF18actacux_processed.csv,2.7147458144564283,-7.000000000031527,-5.11858546791688,0.553566346918315,0.0471564243927702,0.3666961325553137,-0.0111970523753247,-0.0008183863554076,-0.0173738052759738,279.81964757822607,619.5521674268077,359.51686350771024,0.0199754407274372,-0.0126333014947962,22.367784673103884,True,True,True
lc_2018jwh_ZTF18acuypmo_processed.csv,-9.212535822816265e-08,-7.017073064851202,-10.291106723938729,0.0215109112945187,0.5747962902325895,1.6139734434916662,-0.0038513695938944,-0.0005265527416033,-0.0126971736258892,923.8263557708988,169.76149633016723,32.94940931488077,-0.0035083449091941,0.002879523553889,-48.243949176485046,True,False,True
lc_2018kfv_ZTF18acwutbr_processed.csv,-0.134649483974157,-5.999999999891804,-7.629992810438442,0.4632100810860183,0.0,0.0,0.0,-0.0008246790251609,-0.0016073796493185,2825.035534125259,1516.4201185088823,5866.155022475119,88.35107846121984,0.0008360529956195,0.0016403509757184,True,False,True
lc_2018koy_ZTF18adaifep_processed.csv,1.580507582888422,-0.841790090544025,-6.855555422118311,0.6348689536985588,0.7476759748968237,0.0,-0.0042132892455069,-0.0071519300506869,-0.0014793325541857,1142.2434986889057,635.7339793247979,2446.8962110555817,0.0795121092642667,-0.0344095057695536,0.0014369518805869,True,True,True
lc_2018ksr_ZTF18adaivyd_processed.csv,-5.982605844758712,-10.019473526436444,-4.715952977784797,1.8580349262525544,0.2661325142625625,0.0,-0.0008678819987023,0.0,-0.0017409101632819,142.32138433292914,321.2540881226482,585.541066183722,-0.0060194770708909,-0.001050834505432,0.0037303846207748,False,True,True
lc_2018lit_ZTF18adbczrq_processed.csv,-3.448291056419772,5.0,-7.0202949004111,3.457666303740428,4.0,3.905604456590747,-0.1,-0.1,-0.0786104350466237,797273.9759220197,113606.38133581576,30.614416357531184,-42.53177554676837,-66.25986693850236,-0.3635052085948201,False,False,True
lc_2018lot_ZTF17aaabgiw_processed.csv,5.0,-3.3371984849599485,-5.783881488567471,4.0,0.0008155663518236,1.0997271761987737,-0.1,0.0,-0.0251239793327213,-1467684871.125415,26953.67100398405,3333.055020803522,-5908.576314465229,-0.0059379042181067,0.4304206603530754,False,False,True
lc_2019aba_ZTF19aaeicsm_processed.csv,-6.533992128173093,-1.999996307807156,-7.07796164739834,0.6605582306969897,0.0,1.5457535871034396,-0.0004898295895804,0.0,-0.0138718801683395,276.7813790407188,966.8765770371704,51.97944226771872,0.003361258555829,-0.4718583607145746,-0.1303080452638234,False,True,True
lc_2019aeu_ZTF19aaernbi_processed.csv,-4.438490448494699,-7.165412498500505,-11.195687555715883,0.7653622340684323,0.2610685160675363,3.314861320233293,-5.363888997254015e-06,-0.0752275811159908,-0.0602839390501298,410.10256240177387,350.2838331420744,13.231112983988863,0.0045134324623552,0.2672526602729723,-0.1318301581553808,False,True,True
lc_2019axj_ZTF19aajwjwq_processed.csv,5.0,-0.0060242331780053,-1.7913453357513012,0.0,0.0,0.0,-0.1,0.0,0.0,-15875.717095923606,648.1003774467065,1214.3562370316622,-10.24444668277636,-14.420666759530109,0.0104907581745041,False,False,True
lc_2019bip_ZTF19aallimd_processed.csv,-5.0,-5.0,-5.3543440928148485,2.0,2.0,0.0,-0.001,-0.001,-0.001235760316871,,,5394.964434370808,0.0,0.0,0.0014074556523852,False,False,True
lc_2019biu_ZTF19aalmhlj_processed.csv,-15.151369005566046,-5.642738436510218,-1.1358853599761587,2.0134325285355743,0.5978513737227842,3.531583140699942,-5.145822485857381e-06,-0.0189735115704323,-0.099630352861896,2.025827271717854,238.8065154598397,47.49931253839048,-0.0047142516627855,0.2578777445437571,-0.0018764820961642,True,True,True
lc_2019boo_ZTF19aalybmv_processed.csv,-3.676993964493528,-8.24923449584674,-4.722833639968687,0.7398846235843983,1.4780632920132346,0.0,-0.0017175959934347,-0.0018851837275848,-0.0017361524489919,178.56584910457468,18.89691197817536,610.4527054924966,0.0039383703937888,0.0128497151728815,0.0038339477735112,False,False,True
lc_2019bop_ZTF19aalypsi_processed.csv,-6.400978196536433,-5.68801936985745,-14.010874150963376,0.5906387843922514,0.8114080196298374,0.5681521766046793,-0.0046661363132787,-0.0004368646822969,-0.0030905956421265,60.56673001461736,124.72815885441122,140.4257092464619,0.1491470095509466,0.0058173320754274,-0.0074315109149999,True,True,True
lc_2019bwo_ZTF19aamgvxq_processed.csv,5.0,5.0,-22.232403983933487,0.0,0.0,0.0,-0.002962313898945,-0.0025101288296748,-0.0997137122912525,-2498317.613762982,-4029945.516796939,933.3552419254304,102.38650472333114,86.74337231326447,2.968601576055993,False,False,True
lc_2019bwu_ZTF19aamsjlt_processed.csv,-9.999999999988084,-4.779152740568378,-11.50000163608297,0.6737402528854219,0.7603797590429469,0.0,-6.075462153822071e-05,-0.0006453386199384,-0.002621049914278,83.94166273496853,111.48395602037168,481.5190157928282,0.0944182114591372,0.0094298871377705,-0.0048999593729908,False,False,True
lc_2019bxi_ZTF19aamoidt_processed.csv,-1.1347241685412414e-18,-17.798465115777283,-8.159489239904559,0.00354322138753,0.0,1.6902419613198316,-0.0011006562450158,-0.0968278100034337,-0.020724370705619,995.5304638364104,826.1430949221794,49.35159576908083,-0.0024831402854209,1.2948719497324084,0.0701154945001272,True,True,True
lc_2019cxt_ZTF19aapelnr_processed.csv,-5.330266667165963,-4.830296833662756e-22,-5.676680742967964,0.8826421258980386,0.0017473589987787,0.4284815978019987,-0.0011437395585181,-8.194919846175831e-05,-0.0002995921431826,137.84160544535632,527.0969003383127,140.86177101339507,0.0009776593296549,-0.0035661760671055,19.63665837840677,False,True,True
lc_2019dhz_ZTF19aapfnym_processed.csv,-3.0000000000000013,3.9999996284491424,-6.707373819775791,0.0456022522413886,0.0494152606980843,0.0,-0.0015038796263305,0.0,-0.0014488867265469,806.1246984358484,689.64858911378,350.9920534539746,-0.0011495095908592,0.01483565366899,0.0013120002860353,True,True,True
lc_2019fp_ZTF19aaajbmv_processed.csv,0.8808069786881099,-6.0140001880655785,-6.4080455782272185,0.1306839739921228,0.2446648604065656,1.4469842877946837,-0.0027783180148081,-0.0008844700824291,-1.428306813539747e-05,1496.2602953974165,783.4967263899969,50.71449995629951,0.0277224389406258,-0.005559498963871,-0.0023124143388545,True,False,True
lc_2019lmf_ZTF19abghldi_processed.csv,-10.515544497484402,-11.639428764125014,-5.0,2.046291737693467,1.9469087265127327,2.0,-0.0175988938641088,-0.010857743941248,-0.001,11.268986902930047,7.864095543039291,,-0.121006773527949,0.0919277215927004,0.0,True,True,False
lc_2019lpk_ZTF19abggupq_processed.csv,-13.635977617568194,-6.247146146430113,-5.0,1.3953360276528848,0.2097865921707575,2.0,-0.0108229837818361,-0.0321958639739679,-0.001,21.188688973930283,360.7175075882703,,-0.0308355318791309,21.87032632692449,0.0,True,True,False
lc_2019lus_ZTF19abiioum_processed.csv,-2.0000000000000004,-14.698416713513822,-5.0,0.0099472720861987,1.2080199340118414,2.0,-0.0028017164065327,-1.867799793392569e-05,-0.001,298.72827303857247,15.32566315776657,,-0.0011402920502395,-19.380237271174288,0.0,True,True,False
lc_2019lut_ZTF19abilrvz_processed.csv,-2.4947788132825046,-2.1191819995423526,-5.0,2.0403951451800744,3.5980196443577737,2.0,-0.0112972093807867,-0.0022751909472508,-0.001,131.06147215360954,35.55711459047461,,0.0462880252536905,0.0006054047446773,0.0,False,False,False
lc_2019mbi_ZTF19abjibet_processed.csv,-2.956022734406279,-5.294232924395147,-5.621485688021288,1.6454657783779307,1.9489078424208648,1.6519323833166624,-0.0120277627136896,-0.0072215085000598,-0.0071207249948535,77.32906966739088,18.919497613549503,34.038850490354804,0.0078942196655109,-0.0058008199579414,0.008271201718483,True,True,True
lc_2019mdw_ZTF19abinjcy_processed.csv,-6.424554379122426,-5.994113027926378,-11.389953038113404,1.622148705353743,1.0800411724872752,1.8025412998580173,-0.0285050392491533,-0.0217218807630924,-7.708722972865766e-06,52.958248191330455,105.1328197527219,5.652889287233826,0.0787839304697419,0.0600863958553417,-0.0061247581721151,True,True,True
lc_2019meg_ZTF19abhhjcc_processed.csv,-14.100834654063137,-21.521186158927385,-5.0,1.1471338892090537,1.2277347184348182,2.0,-0.0179875836255133,-0.0027833065811718,-0.001,63.12070823145825,12.570543693933033,,-0.01363232181966,0.0208460462113265,0.0,True,True,False
lc_2019mrg_ZTF19abjrkqn_processed.csv,-5.471099315073909,-1.999999995707064,-1.014398802042611,2.320952594966619,0.0,0.3019837963397607,-0.010038272078993,0.0,-0.0020675220840975,5.198893445651596,635.5185422588247,500.9388185794983,0.1929454581487767,0.0197936123397001,1.0981722829911136,True,True,True
lc_2019mue_ZTF19abmylxw_processed.csv,4.999999995404805,4.196058370735855,-5.0,0.0,0.0,2.0,-0.0009120392458011,-0.1,-0.001,4104.753107253482,3377.0389080073173,,0.0286786216474311,141.2992904466526,0.0,True,True,False
lc_2019mvj_ZTF19abnmrqt_processed.csv,-3.2501723907829323,-9.137250642939073,-5.0,0.5269147578590565,2.2415467230260893,2.0,-0.0014505553218254,-0.0103030614527102,-0.001,255.33323530653604,4.827190159125202,,-0.0017633706509487,-0.0575462810275025,0.0,True,True,False
lc_2019ncd_ZTF19abowcic_processed.csv,-3.911830233218181,-2.783880325455179,-5.0,2.5241320244891243,2.249451700972238,2.0,-0.0161608195689937,-0.0181672483453603,-0.001,5.14298599721656,11.80266452005543,,0.0510034400580441,0.0069154817153523,0.0,True,True,False
lc_2019nnr_ZTF19ablkizm_processed.csv,-13.999999999993069,-16.918946151361418,-9.33678902595956,0.8364321440275194,1.6413282537752505,0.7050737959199411,-0.0070832410658203,-0.0107340044151895,-0.0275218730689047,120.28847111621803,18.084089889491587,244.2769814529011,-0.0285227227854202,0.087124970575547,0.1452874734228539,True,True,True
lc_2019noc_ZTF19abomagh_processed.csv,-11.371689988653536,-5.655128426616784,-5.0,2.054615661210234,0.5475347285102443,2.0,-0.0116571561590176,-0.0002691981777831,-0.001,6.81401115302242,165.99315731799186,,0.044384639703655,12.1815694224925,0.0,True,True,False
lc_2019nql_ZTF19abnmnrz_processed.csv,-18.901443970253283,-19.19885280676592,-5.0,1.359130748052637,1.879254374534264,2.0,0.0,-0.0081222641208772,-0.001,12.154282156783456,4.8045358298388745,,5.680284196200021,-0.0550468601713911,0.0,True,True,False
lc_2019nqn_ZTF19abplqji_processed.csv,-15.101395635728167,-10.434899979793574,-5.0,1.7442806523467382,0.660816667944095,2.0,-0.0048179301808233,-8.194084337390816e-05,-0.001,5.307839244096068,73.65800695401515,,-5.237074486543799,3.837373685573169,0.0,True,True,False
lc_2019nvj_ZTF19abpphqt_processed.csv,-5.985114070073662,-4.506470826991743,-5.0,1.970007160461967,0.8162197962009676,2.0,-0.0223267694745471,-0.0127619431230684,-0.001,14.32371199916053,107.3291549084031,,-0.0383352443153716,0.2275340242996671,0.0,True,True,False
lc_2019nvk_ZTF19abpullv_processed.csv,-2.0000000000000004,-2.1338073484806324,-0.5000000017863089,0.0289832077273158,0.6184759324957398,0.0050550298398342,-7.969278492441665e-05,0.0,-0.0001428391346939,452.2014723047079,374.7074999545527,805.3973370332528,0.0203124327667039,-12.51394413570728,0.0074131835135119,True,True,True
lc_2019nxp_ZTF19abqhyep_processed.csv,-5.03985912447915,-4.762802504761785,-5.0,0.4786991658052499,0.4773610815226562,2.0,-1.829338660157824e-10,-6.18438921940933e-13,-0.001,210.831377846214,200.45764564353016,,1.9415946616309083,-0.9386793605937138,0.0,True,True,False
lc_2019nyf_ZTF19abqmuzn_processed.csv,-4.000000037490563,-3.131507634244361,-5.0,0.0148407497954605,0.1125170391037189,2.0,-0.0014411417571279,-0.000458073879144,-0.001,339.43746910269675,398.2868584840925,,0.0139802689542871,-0.0104352523648986,0.0,True,False,False
lc_2019nzp_ZTF19abqiacu_processed.csv,-4.164295508215618,-3.7033159439011047,-5.0,0.4587031815754536,0.4761165254786961,2.0,-0.009043310044235,-0.0013518727678386,-0.001,220.99961767941363,267.42175656613927,,0.0093731740696659,-0.5448569700572463,0.0,True,True,False
lc_2019nzq_ZTF19abqstxq_processed.csv,-1.1495587362486108,-0.7892658587446171,0.1171713509304344,2.6176854977248585,0.0,0.2071623709342092,-0.0008205334451344,0.0,-0.0048463398487551,3992.080979642069,8083.381533338521,17045.177921606737,-0.004417954214859,0.7393991147921728,-0.0174269009503465,True,False,False
lc_2019ook_ZTF19abrpadx_processed.csv,-6.059782834163334,-1.95036901441428,-7.369144763114615,0.3779926086103977,1.2740059423783912,2.7824402512374906,-0.0121186413970262,-0.0019522412009616,-0.0302231756983126,338.1981783775277,102.07536949446836,9.001315011993482,-0.0293810593540273,0.0201819921421146,0.0257629188009343,True,False,True
lc_2019opz_ZTF18aavqadc_processed.csv,-6.024813823580331,-29.99654562513792,-20.42221498461073,0.0160805696305785,2.542718137534311,3.1439377879297616,-0.0321732671975411,-0.0002637813233044,-1.6340621939932466e-05,160.97557580591513,0.0821043885511074,0.0461991268224776,0.6076128310982616,-0.0343843353887966,0.0008190379894656,True,True,True
lc_2019osp_ZTF19abrhdui_processed.csv,-1.9382971825596928e-20,-0.0016243749116019,0.4903052243633333,0.0097774752226028,0.1223262458522367,0.0333139836913907,-3.4656844604604e-07,-3.878920619169474e-06,0.0,2322.375327689875,2455.1063299527304,2464.9438785124858,-0.0145125699282081,0.0230468313293856,36.15516995328514,True,True,True
lc_2019owy_ZTF19abtniuc_processed.csv,-6.194855256348202,-10.19084892293982,-5.0,1.030746332112563,1.668840635359937,2.0,-0.009938109206321,-0.0088480529244348,-0.001,107.33525442820894,17.780053762876435,,1.709801416828813,-0.0211722135537014,0.0,True,True,False
lc_2019oxo_ZTF19abuhlfb_processed.csv,-12.817944315158876,-9.069022938142243,-5.0,1.2526936793642889,0.668930097698055,2.0,-5.620803693300828e-09,-0.0003804452800753,-0.001,38.864997986871856,195.61314900330296,,-1.2177469917974733,0.5769756396007,0.0,True,True,False
lc_2019pat_ZTF19abtnmid_processed.csv,-5.363739859050348,-3.534320602317324,-5.0,3.199176412970933,0.7141030193399818,2.0,-0.0418200129380504,-0.0050351918886886,-0.001,7.652404531898036,141.13456588632562,,0.3476929881926085,-10.230739568403674,0.0,True,True,False
lc_2019pau_ZTF19abtnwgz_processed.csv,-8.877992659271527,-3.999991705586272,-5.0,2.93076670676186,0.4780027979805055,2.0,-0.0331364948968532,-0.0637002550868542,-0.001,6.488529283411928,375.9100685299149,,0.1022315778784287,0.3203102115469066,0.0,True,True,False
lc_2019pdx_ZTF19abuhlxk_processed.csv,4.0024311185421535,5.0,-5.0,0.0,0.0,2.0,0.0,0.0,-0.001,7592.823704168055,6656.078838365492,,-13.168094931312666,196.62750569072955,0.0,True,True,False
lc_2019pfb_ZTF19abvdgqo_processed.csv,-4.368684867515816,-4.653286790190615,-5.0,0.922872721177642,1.3755135736706934,2.0,-0.0128033672208111,-0.0144664103740006,-0.001,258.40520388866287,128.36348774781396,,-0.3002151576341866,0.4097192596508881,0.0,True,True,False
lc_2019pgu_ZTF19abulzhy_processed.csv,-2.215226460205753,-2.6545966888380823,-5.0,0.9642844085112756,1.168077594483503,2.0,-0.0078337921232065,-0.0101860125995871,-0.001,93.16999851407904,61.717585940007005,,-0.0070072281191229,0.4964170028816476,0.0,True,True,False
lc_2019php_ZTF19abuvqgw_processed.csv,-2.06814404032126,-2.003377835843801,-5.0,0.6704288893267834,0.5450067690202793,2.0,-0.0308141678950936,0.0,-0.001,453.9791570075757,297.78223352221164,,-3.065362112124568,7.527334946343596,0.0,True,True,False
lc_2019pju_ZTF18abfacml_processed.csv,-9.551875643563942,-9.475643185082244,-5.0,1.173366148974949,0.3975593805462976,2.0,-0.0303436527022797,0.0,-0.001,64.73283055975676,171.63877840881008,,-0.0114247947807771,-74.9057361203941,0.0,True,True,False
lc_2019pmr_ZTF19abxdpwz_processed.csv,-14.074166810559165,-10.667910474980031,-5.0,2.539217881391636,1.6438612316034291,2.0,-0.0085153032317963,-0.0080717299777617,-0.001,0.9151751797903848,9.594019161937071,,0.0639429897921562,-0.2266664695931209,0.0,True,True,False
lc_2019pmt_ZTF19abxdybz_processed.csv,-11.37657949470558,-2.9993613627743354,-5.0,2.353529114697344,0.7538323489407754,2.0,-0.0095477768218526,-0.0363127911887949,-0.001,1.6842489795327702,115.65547179199685,,4.436213864679504,0.2803743071934338,0.0,True,True,False
lc_2019pnw_ZTF19abwaohs_processed.csv,1.609515105332985,0.7185596045786968,-5.0,0.9986792697901166,1.2759924901581536,2.0,-0.0154428849750562,-0.0132860484368676,-0.001,265.72069648346974,137.0983416193747,,0.077615872025296,0.0046947840302103,0.0,True,True,False
lc_2019pny_ZTF19abvjcii_processed.csv,-13.95316127100891,-13.80219932682439,-15.877538367601607,1.94395180921844,2.10176433234194,2.221619921094839,-0.0052327289460888,-0.0066260492811241,-6.798816554316457e-06,4.569524151696172,4.421543137510959,1.3269287581863305,-0.00858068153762,0.0262513845354447,0.0006363974382744,True,True,True
lc_2019prm_ZTF19abxwkij_processed.csv,-0.0216813661022317,-3.6949433502891136,-17.74550288259274,0.0224367949485178,0.5281278324088443,2.5787434097315423,-1.714909491765433e-05,-0.0012249343342306,0.0,727.0438163022379,192.10553134040805,0.2008874063033294,0.0055376864713074,0.0008643028437387,45.059589116243785,False,False,True
lc_2019prs_ZTF19abvitks_processed.csv,-5.194345355108427,-1.4404751551431128,-14.725160322803688,0.7206610950968284,2.99259516662438,1.8691180743680176,-0.0321598731647081,-0.005731630806653,-0.0055700197332687,323.5872365733511,242.8657387348721,6.954863842035232,0.1916536399668879,0.0569647157806354,0.0219463741446068,True,False,True
lc_2019prw_ZTF19abxfhrq_processed.csv,-0.4363462197044749,-3.4767794860127346,-5.0,0.8460143595181195,2.079932649532964,2.0,-0.0028616586247927,-0.0038411569748508,-0.001,196.4502903918456,11.556410835310707,,0.0014458794585995,-0.2905903306851928,0.0,True,True,False
lc_2019prx_ZTF19abxwvrt_processed.csv,-0.2927258375094559,-1.3797159991176795,-5.0,1.1380066073720934,3.9998007339673753,2.0,-2.082404779037137e-07,-0.0123413121880883,-0.001,5961.007769320007,356.80706159729755,,-0.1095545580715844,0.0547323637260112,0.0,False,False,False
lc_2019ptf_ZTF19abvisqv_processed.csv,-9.026422861775313,-9.923625471733612,-7.557776441795783,1.548562052031544,3.977747318851164,2.089502335083048,-0.0002185998551598,-0.1,-0.0403639258145314,64.73583593228227,4.288718526315583,127.95334244738385,0.0161797031882599,-17.256379023337672,-0.0009626775097278,True,False,True
lc_2019ptv_ZTF19abxfunp_processed.csv,-2.6540500182152504,-1.1703285682962623,-5.0,3.5866172817703683,1.1269999054384885,2.0,-0.0375354981336285,-0.0189890819930709,-0.001,17.831762341211785,490.6950399292655,,-0.0133062957955581,-4.096510942442592,0.0,True,True,False
lc_2019pzj_ZTF18acascph_processed.csv,-3.0138388622553807,-2.0295351311692187,-1.999999568763504,1.2676886827860998,2.109122331450892,0.0,-0.0038016340447249,-0.0022538864358184,-0.0026219848325761,1635.9043953835612,1088.635093824384,5001.157783125486,-0.0107818250711493,-0.0038732313127791,-0.0401708128270502,False,False,True
lc_2019qcu_ZTF19abyamdo_processed.csv,-9.999174297117566,-13.8544134091825,-5.0,0.7502043184244922,2.2778400554439555,2.0,-0.0009644876263054,-0.0151837554665331,-0.001,99.32423841289534,5.1648010216378815,,-4.394107100104335e-05,0.4095881405977077,0.0,True,True,False
lc_2019qcw_ZTF19abxqgqk_processed.csv,-7.283998680564508,-6.999999999737764,-5.0,0.4412067498902479,0.4222889734314379,2.0,-0.0101029566495576,-0.0073454214213076,-0.001,188.3361139452811,190.3205376320077,,0.02701928409829,0.0839198474206676,0.0,True,True,False
lc_2019qdh_ZTF19abxwkty_processed.csv,-12.87884605762537,-12.531872905344288,-5.0,1.5476853599292015,0.8386405733572637,2.0,-0.034754061392393,-0.0020516562975377,-0.001,33.96568086260531,50.97784739628708,,0.028758377941424,15.798721096887704,0.0,True,True,False
