,t0,t0_sigma
lc_2019prw_ZTF19abxfhrq_processed.csv,-2.915578237176032,1.6652465894652864
lc_2019prx_ZTF19abxwvrt_processed.csv,,
lc_2019ptv_ZTF19abxfunp_processed.csv,-2.541624927216566,0.6774823897623374
lc_2019qcu_ZTF19abyamdo_processed.csv,-11.787792840352235,2.118914186352405
lc_2019qcw_ZTF19abxqgqk_processed.csv,-11.97674038445261,1.461859585969689
lc_2019qdh_ZTF19abxwkty_processed.csv,-12.504722955705978,0.7651817628885025
lc_2019qdi_ZTF19abyxihe_processed.csv,-12.734746199339549,1.7065093189842202
lc_2019qew_ZTF19abxglia_processed.csv,-10.726594577137838,2.654494225629305
lc_2019qey_ZTF19abyxpgt_processed.csv,-7.510682656604019,0.7889093471794544
lc_2019qgj_ZTF19abtxoqy_processed.csv,-21.78660527254081,2.366603528870637
lc_2019qib_ZTF19abzfgtf_processed.csv,-2.9742777198211927,20.86370207487539
lc_2019qwj_ZTF19abyxkci_processed.csv,-4.048057605388939,0.938041622861295
lc_2019rdp_ZTF18aboshoe_processed.csv,,
lc_2019rpz_ZTF19acbixgk_processed.csv,-6.239941490605205,0.8438146910539028
lc_2019rqu_ZTF19acbpole_processed.csv,,
lc_2019rvh_ZTF19acbpzjg_processed.csv,-4.830606672392502,1.699049791645065
lc_2019sgq_ZTF19accvilj_processed.csv,-6.023462701660365,0.937984502007876
lc_2019sij_ZTF19acbpxkf_processed.csv,-13.08391868078433,1.5047687085942465
lc_2019slt_ZTF19acdcgqm_processed.csv,-3.757043567170951,1.1993995003871836
lc_2019smf_ZTF19acenjem_processed.csv,-13.511394063060315,1.30776916775743
lc_2019spn_ZTF19acewlxo_processed.csv,-10.54401467757475,2.1042283246896747
lc_2019sqj_ZTF19acdxlns_processed.csv,-4.911317755586164,4.836319096930697
lc_2019sqk_ZTF19aceuacu_processed.csv,-6.013764269495508,1.2242376934409724
lc_2019sqn_ZTF19acewmzw_processed.csv,-1.891863801149688,0.2715270810322593
lc_2019stj_ZTF19acdhckv_processed.csv,-13.619176366427018,2.3527507879732
lc_2019uge_ZTF19acnxvkp_processed.csv,-4.249735229940395,1.649621353787608
lc_2019ugr_ZTF19acordoi_processed.csv,-5.191447610374588,1.4680487118480436
lc_2019uje_ZTF19acpmvcr_processed.csv,-18.14121405471773,6.175035014211077
lc_2019ujw_ZTF19acozdpl_processed.csv,-6.58505946910349,2.281070308184195
lc_2019ukd_ZTF19acniqyw_processed.csv,-5.650514273805411,3.957871800468796
lc_2019sxq_ZTF19acgeoxt_processed.csv,-3.58976619753116,1.1946234996080134
lc_2019syl_ZTF19acfsqjx_processed.csv,-7.066804231226561,2.437777746189653
lc_2019tac_ZTF19acfvqet_processed.csv,-4.765937475059279,1.922741770413546
lc_2019tae_ZTF18acfqtql_processed.csv,-0.6929430107790279,0.2686494925488307
lc_2019tjs_ZTF19acigmtd_processed.csv,-0.5586294182887872,8.293536315378248
lc_2019tju_ZTF19acigqdd_processed.csv,-7.570430194683675,1.0791556760163683
lc_2019tjw_ZTF19acigvtx_processed.csv,-7.199256030410209,1.4900973420702786
lc_2019tjx_ZTF19acigwdr_processed.csv,-6.746208653885849,0.8776700254474915
lc_2019tjz_ZTF19acihfxz_processed.csv,-5.667582027377857,1.3518475027187544
lc_2019tlo_ZTF19achbtdx_processed.csv,-9.32631212538747,0.8286121050667178
lc_2019tta_ZTF19acfsueq_processed.csv,-11.817041201770868,2.6238687154184164
lc_2019tum_ZTF18abadevy_processed.csv,-5.935405551918812,1.6445456593243009
lc_2019uag_ZTF19acmdxbp_processed.csv,-0.0634603923162772,0.0638887852716166
lc_2019uen_ZTF19acnkeji_processed.csv,-4.4479354665861015,4.784391663404223
lc_2019ugb_ZTF19acjjizo_processed.csv,-18.7572785886007,2.970407627746816
lc_2019ulr_ZTF19acmgyka_processed.csv,-3.915821065552622,1.814545280386308
lc_2019ulw_ZTF19acrdqej_processed.csv,-1.9007213665683689,3.1921509191179886
lc_2019uyn_ZTF19acssksf_processed.csv,-16.551753166970407,6.187169804901909
lc_2019vli_ZTF19acudlxq_processed.csv,-3.369636799867964,23.20045117285663
lc_2019vlt_ZTF19acudmfk_processed.csv,-10.546942278685572,1.1782927919715778
lc_2019vlu_ZTF19acudmhc_processed.csv,-5.212700371695806,2.9369591243384874
lc_2019vzx_ZTF19acukliy_processed.csv,-8.498217026712304,1.7857205857665222
lc_2019wjl_ZTF19acxmmys_processed.csv,-14.958902974958283,4.807502295696612
lc_2019wkz_ZTF19acxmmar_processed.csv,-3.427027550983252,0.6836914395204089
lc_2019wla_ZTF19acxmiyh_processed.csv,-3.717913920275037,3.417079024162028
lc_2019wle_ZTF19acxzafe_processed.csv,-4.51026958396127,3.0291728548356165
lc_2019wz_ZTF19aadmapf_processed.csv,-3.054957009920872,3.9871806644029686
lc_2019xaq_ZTF19acyjzbe_processed.csv,-4.042614874144958,8.985050547806738
lc_2019xar_ZTF19acygmjq_processed.csv,-13.142137884830056,1.58730337919356
lc_2019xcn_ZTF19aczqwrp_processed.csv,-7.85487581609202,2.250273574608696
lc_2019xul_ZTF19acystyr_processed.csv,-12.575217721744224,8.680728373839765
lc_2019yyw_ZTF19adbtqwy_processed.csv,-7.455877888414696,6.3459443590889295
lc_2019zag_ZTF19adcejnq_processed.csv,-5.313153303123832,1.5549559482848303
lc_2019zes_ZTF19adbtunc_processed.csv,-2.684257500436485,3.5197281525700848
lc_2020aafo_ZTF20acqzpze_processed.csv,-8.498316430886273,3.538415311850286
lc_2020aahq_ZTF20acqyfie_processed.csv,-5.516359867608373,1.26045261562292
lc_2020aajf_ZTF20acrerzb_processed.csv,-1.5573847501457647,4.883055554091025
lc_2020aalz_ZTF20acrvoxv_processed.csv,-5.171542867166025,10.71798253879435
lc_2020aan_ZTF20aaghpdc_processed.csv,-5.316611194924511,1.3881660386589565
lc_2020aao_ZTF20aagiiaz_processed.csv,-6.407605781980923,3.858228600373752
lc_2020aarw_ZTF20acrheie_processed.csv,-11.73819416191194,7.349869975989845
lc_2020aatb_ZTF20acrzwvx_processed.csv,-6.360463143297582,5.838491254067196
lc_2020aauh_ZTF20actfoxr_processed.csv,-2.934138878182949,3.5062929549485244
lc_2020aawh_ZTF20actezmo_processed.csv,-5.588542028623934,4.915013275324886
lc_2020aawi_ZTF20acrxuzp_processed.csv,-10.527124515886936,7.92249343838364
lc_2020aawj_ZTF20actmikz_processed.csv,-8.617302750191545,6.699345274239088
lc_2020abcd_ZTF20acttirv_processed.csv,-4.904780331318773,3.284203037887816
lc_2020abjl_ZTF20acumxrh_processed.csv,-12.52634780536227,1.1929920535890517
lc_2020abqy_ZTF20acuzfpk_processed.csv,-4.28636753779438,1.4598107694686484
lc_2020abq_ZTF20aafizfi_processed.csv,-7.057669568657123,2.685719805745692
lc_2020abrp_ZTF20acvdqtg_processed.csv,-4.725413166458593,1.263349852435825
lc_2020abuo_ZTF20acvidxk_processed.csv,-3.973475019816851,1.432976011648453
lc_2020abvc_ZTF20acvjzbc_processed.csv,-4.352543317881424,2.2340337433897326
lc_2020abwb_ZTF20acvehtq_processed.csv,-2.5149260638874136,2.210694497832644
lc_2020abxa_ZTF20actsxsl_processed.csv,,
lc_2020abxl_ZTF20acvcxkz_processed.csv,-10.111267001270445,4.859111599143611
lc_2020acaj_ZTF20acvhuxc_processed.csv,-4.599267990767976,2.230002455828014
lc_2020acbc_ZTF20acwilfu_processed.csv,-10.290306209139874,7.735811563060778
lc_2020acbf_ZTF20acuqyea_processed.csv,-12.403657615501894,3.555622829429705
lc_2020accy_ZTF20acvcxib_processed.csv,-18.18824128287652,2.4089936438670536
lc_2020accz_ZTF20acvjvly_processed.csv,-12.39803657442745,5.710179296572065
lc_2020acdk_ZTF20acwjhvd_processed.csv,-6.3696088725934485,7.001812884224069
lc_2020acgc_ZTF20acwuiuo_processed.csv,-9.498209133927514,2.16728025725468
lc_2020acgd_ZTF20acwjrmn_processed.csv,-3.86009921871208,1.328948057187047
lc_2020acge_ZTF20acvdlce_processed.csv,-4.545408837803325,1.527975740496938
lc_2020acmr_ZTF20acvdfmw_processed.csv,-11.96370542241158,4.540831819112025
lc_2020acnj_ZTF20acwlszk_processed.csv,-5.89860137217164,1.96778815142798
lc_2020acrz_ZTF20acwujgz_processed.csv,-10.484337654633082,2.726728987364632
lc_2020aczd_ZTF20acxdlcd_processed.csv,-4.574592929480668,2.987491538161926
lc_2020adbn_ZTF20acxpmnx_processed.csv,-13.93846462802356,6.1269142916627874
lc_2020adbx_ZTF20acxooam_processed.csv,1.438811320580683,1.880183290672442
lc_2020adff_ZTF20acwjrim_processed.csv,-9.918632631524387,8.356247145548972
lc_2020adgj_ZTF20acxpvhu_processed.csv,-3.113497441829898,1.469907733577143
lc_2020adiw_ZTF20acxwbrk_processed.csv,-3.22507637296775,1.870679665295124
lc_2020adle_ZTF20acxvvnf_processed.csv,-3.930577312477756,2.934626622043223
lc_2020adw_ZTF20aakxzut_processed.csv,-5.323249982307797,1.8744959617151653
lc_2020aek_ZTF20aafcnem_processed.csv,-3.4588151616621494,4.834617336582967
lc_2020ael_ZTF20aagnbec_processed.csv,-11.31810368965516,1.2996815156823516
lc_2020aen_ZTF20aagnbfu_processed.csv,-8.961597267142734,1.654702807015998
lc_2020aetp_ZTF20acxooqk_processed.csv,-11.262272757629752,3.720548701188042
lc_2020amv_ZTF20aahbamv_processed.csv,-1.5985231139214178,4.018392384323207
lc_2020amw_ZTF20aagkldb_processed.csv,-7.7231701913156785,5.3637335413846525
lc_2020amx_ZTF20aahdwze_processed.csv,-2.573095157331472,4.861887283736248
lc_2020aog_ZTF20aaheyvo_processed.csv,-7.698067620776175,1.4676414359248686
lc_2020aoi_ZTF20aahfobk_processed.csv,-0.8397841297424189,6.460386486256848
lc_2020apm_ZTF20aafwyfk_processed.csv,-7.39262637995048,4.883256522428768
lc_2020aqf_ZTF20aahgirj_processed.csv,-7.260939368119303,5.764700049691343
lc_2020ato_ZTF20aafwyvm_processed.csv,-11.418430337360489,4.862157660302263
lc_2020auo_ZTF20aahglfm_processed.csv,-12.826733203224272,7.042918111251924
lc_2020bck_ZTF20aaifxwq_processed.csv,-10.253200605792916,7.828274711031974
lc_2020bdx_ZTF20aahubwe_processed.csv,-0.4800360687874219,11.65448646864301
lc_2020bew_ZTF20aajvwfh_processed.csv,-2.6342639852625616,4.05383530973972
lc_2020bgq_ZTF20aahskds_processed.csv,-7.219516044168701,4.724300672078214
lc_2020biz_ZTF18aadzfso_processed.csv,-4.463212316278694,1.2609103502827967
lc_2020bja_ZTF20aairvsi_processed.csv,-4.990762073346918,0.5562581756819557
lc_2020bjj_ZTF20aaicyhi_processed.csv,-5.652626316444968,2.378893234470271
lc_2020bj_ZTF20aabqiti_processed.csv,-4.629665037677378,4.045362806248943
lc_2020bob_ZTF20aakwcfh_processed.csv,-5.031758316118175,2.781550129359431
lc_2020bol_ZTF20aakfofq_processed.csv,-6.400901611272104,1.0977626740466353
lc_2020bqr_ZTF20aalejtl_processed.csv,-3.468971130945438,0.7248488064540213
lc_2020buv_ZTF20aaljgcp_processed.csv,-3.651821950628413,1.0631597407676452
lc_2020bvy_ZTF20aalxtwm_processed.csv,-5.932102315715984,1.3736093535542595
lc_2020bw_ZTF20aabqxeg_processed.csv,-15.2092649746485,7.512945498073539
lc_2020bza_ZTF20aamfpcj_processed.csv,-2.902378644499558,1.7708109609083766
lc_2020bzd_ZTF20aamdyal_processed.csv,-3.726543454839851,1.7243858379362091
lc_2020bzv_ZTF20aambbfn_processed.csv,-6.70117775924996,2.6861649519611306
lc_2020cc_ZTF20aaayaet_processed.csv,-4.875590402647822,5.288450301826519
lc_2020cdi_ZTF20aamgdkb_processed.csv,-1.5134746034495807,1.0390224427741095
lc_2020cdj_ZTF20aammhli_processed.csv,-1.627942023103781,4.028512246975116
lc_2020chi_ZTF20aamnvij_processed.csv,-3.9554261129135937,2.337997947052997
lc_2020chm_ZTF20aamoaim_processed.csv,-1.2313455322145512,0.7889230377575394
lc_2020clr_ZTF20aamqmhj_processed.csv,-7.433523670445266,4.200587117602536
lc_2020cmb_ZTF20aaoyinl_processed.csv,-12.773074145219804,2.4664650410113342
lc_2020cms_ZTF18abeyyix_processed.csv,-6.685307818287047,1.9807581948376376
lc_2020cmv_ZTF20aankgwv_processed.csv,-4.408405335593565,2.5836605169220555
lc_2020cnr_ZTF20aanddmz_processed.csv,-4.970960653739454,6.293828901246543
lc_2020csx_ZTF20aaodkvl_processed.csv,-2.9785762266623723,2.781128058643725
lc_2020cxe_ZTF20aanaibf_processed.csv,-7.161480465674937,7.409653549191304
lc_2020dgc_ZTF20aaqpxtm_processed.csv,-7.335046457269588,6.138216387893753
lc_2020dkk_ZTF20aaqxnmt_processed.csv,-9.578192325415584,6.900510889661633
lc_2020drk_ZTF20aaozhyr_processed.csv,-10.573814082646187,5.310589845456427
lc_2020dts_ZTF20aaqtijt_processed.csv,-3.279868135508893,4.580657031893462
lc_2020dvf_ZTF20aascxxk_processed.csv,-13.670616055113614,6.889942504205856
lc_2020dwn_ZTF20aasbvzd_processed.csv,-7.566122680119822,5.343230117266347
lc_2020dxw_ZTF20aaqppwh_processed.csv,-12.138736657877256,5.758729850448595
lc_2020dya_ZTF20aasijew_processed.csv,-0.2570743225547474,1.205362502598321
lc_2020ebr_ZTF20aarjgox_processed.csv,-14.135781347767669,6.558174568593449
lc_2020eee_ZTF20aasokxu_processed.csv,-2.675389765946038,1.966840140228012
lc_2020eek_ZTF18aatxmrr_processed.csv,-11.612196246828775,7.315208320517451
lc_2020elp_ZTF20aassfpl_processed.csv,-1.7654632799484231,1.547455051928562
lc_2020euy_ZTF18aaisybp_processed.csv,-12.133695863733928,8.937813467499689
lc_2020eyb_ZTF20aatrvpl_processed.csv,-9.930761589180223,23.782838854928706
lc_2020eyf_ZTF20aatpxkq_processed.csv,-11.761515762054344,9.54484442959154
lc_2020fcw_ZTF20aattotq_processed.csv,-14.363452984895703,7.520517890627536
lc_2020fip_ZTF20aatqbmw_processed.csv,-10.546627941935464,11.574445696878248
lc_2020flo_ZTF20aatuzla_processed.csv,-11.654566170217828,8.714817421096058
lc_2020ftl_ZTF20aaumsrr_processed.csv,-0.4668656904159623,4.488114045727492
lc_2020fwi_ZTF20aaunzub_processed.csv,-5.759026078756158,5.080424581418471
lc_2020ghq_ZTF20aaurjcd_processed.csv,-0.9454096798097488,0.3234750376467606
lc_2020hao_ZTF20aauwgnw_processed.csv,-1.32984443897856,1.8214781013847747
lc_2020hcq_ZTF20aauupgb_processed.csv,-2.801168008519111,4.741073872205818
lc_2020hdh_ZTF20aauwhfa_processed.csv,-2.837116737379143,3.979801304283645
lc_2020hdw_ZTF18aaoxrup_processed.csv,-2.983954535736224,1.1170654059433
lc_2020hee_ZTF20aauriwm_processed.csv,-1.6956622365220384,3.7694487407010846
lc_2020hgw_ZTF20aaurjbj_processed.csv,-1.3454188965209049,0.6596977115123767
lc_2020hgz_ZTF20aauweyt_processed.csv,-6.364688551279084,35.44080889508238
lc_2020hhc_ZTF20aauwtym_processed.csv,-10.886026501441366,3.667948100202025
lc_2020hhh_ZTF20aauvmix_processed.csv,-2.9273136308739334,1.990662505704836
lc_2020hhi_ZTF20aauwisl_processed.csv,-5.5245303015843685,3.86197602650029
lc_2020hhm_ZTF20aauwxbl_processed.csv,,
lc_2020hhs_ZTF20aauwtdz_processed.csv,-4.228114080266496,3.3323834086973365
lc_2020hne_ZTF20aauvjeb_processed.csv,-6.7737570626644885,2.9114153218716767
lc_2020hph_ZTF20aauwuui_processed.csv,-3.189543115151796,3.472159924733864
lc_2020hp_ZTF19adbwsct_processed.csv,-7.776189478227964,3.180487893611371
lc_2020hsn_ZTF20aauwuun_processed.csv,,
lc_2020ht_ZTF20aaaxrad_processed.csv,-2.3112462481282168,4.719783817349242
lc_2020hu_ZTF20aaayrrj_processed.csv,-5.21578510262448,18.840749048412896
lc_2020hvq_ZTF20aavrzha_processed.csv,4.2023619805982575,2.9751810969723063
lc_2020hvr_ZTF20aavnots_processed.csv,-10.198545117253667,8.134636193449118
lc_2020hye_ZTF20aavnljl_processed.csv,-8.74160867702411,5.184919507124237
lc_2020hyh_ZTF20aavnnat_processed.csv,-5.545365118990498,5.202901181161845
lc_2020hzz_ZTF20aavthea_processed.csv,-5.580410464402144,3.5322129134846545
lc_2020iac_ZTF20aavsioo_processed.csv,-1.5406623945080204,0.9144071082730816
lc_2020il_ZTF19adcdgms_processed.csv,,
lc_2020is_ZTF20aacauwc_processed.csv,-1.2777790462623586,1.7207135182120687
lc_2020jgd_ZTF20aaybvye_processed.csv,-1.0263343629843624,0.3912365309131612
lc_2020jio_ZTF20aayvycp_processed.csv,-2.200583628205776,0.7695036040244477
lc_2020jjf_ZTF20aayvymx_processed.csv,-2.595364620998664,0.7720780732409375
lc_2020jjh_ZTF20aayxldg_processed.csv,-1.5233563688895435,0.7677344321252889
lc_2020jjk_ZTF20aayxkqy_processed.csv,-7.585575068553091,7.784890268164162
lc_2020jmd_ZTF20aazcggo_processed.csv,-6.00713605896066,1.6833082015195706
lc_2020jsn_ZTF20aaznlnj_processed.csv,-4.779727281130061,1.5039827014610334
lc_2020jtg_ZTF20aaznpor_processed.csv,-7.583739213520553,1.0346616767606245
lc_2020jua_ZTF20aaznpdy_processed.csv,-9.846303451316944,3.935310422044232
lc_2020jxq_ZTF20aazoqmh_processed.csv,2.026129772400983,2.154416975580389
lc_2020kav_ZTF20aazhrpp_processed.csv,-1.810409640368928,1.3828406815158678
lc_2020kbl_ZTF20aazpwen_processed.csv,-2.4604348381605345,5.84581106250897
lc_2020kbp_ZTF19abwmoei_processed.csv,-8.826104967155707,1.3972814667839246
lc_2020kbq_ZTF20aazooyu_processed.csv,-6.043747135117603,1.2729439742653068
lc_2020kbs_ZTF18aamjqeh_processed.csv,-7.371342998926496,8.255891450572026
lc_2020kbu_ZTF20aazoitd_processed.csv,-11.566737664830168,5.964245526670062
lc_2020kcw_ZTF20aazoptu_processed.csv,-7.942848796119286,1.264970240392158
lc_2020kn_ZTF20aaaxrjb_processed.csv,-5.958490955030935,3.3120213576879274
lc_2020kq_ZTF20aabqisb_processed.csv,-5.34058959493396,3.97669329592092
lc_2020kss_ZTF20aaztndl_processed.csv,-4.373801795133453,1.4708363837120642
lc_2020ks_ZTF20aaczkyw_processed.csv,-1.6181953875869737,1.6788447328895786
lc_2020kte_ZTF20abavxpk_processed.csv,-2.836139373724734,1.5685677060611367
lc_2020kt_ZTF20aadcdzj_processed.csv,-2.0148167432146,2.0481937616685224
lc_2020kzp_ZTF20abawtpy_processed.csv,-2.148885786340478,1.6548614748278692
lc_2020kzr_ZTF20abbckbb_processed.csv,-9.827622367797693,6.145070796814736
lc_2020kzs_ZTF20abbpkng_processed.csv,-14.95319795727361,3.194501921212604
lc_2020lao_ZTF20abbplei_processed.csv,-0.4298538184615516,0.1675371222643376
lc_2020lit_ZTF19abkrbjt_processed.csv,-4.2396091002647225,0.5631033489497395
lc_2020lls_ZTF20abdnpdo_processed.csv,-4.657793655620937,1.557516349221867
lc_2020maq_ZTF20abedwwf_processed.csv,-6.535192519004201,6.804956694781221
lc_2020maw_ZTF20abedygm_processed.csv,-10.523534696940978,1.0675545118496856
