,g_$t_0$,g_$\beta_1$,g_$\beta_2$,g_$c$,g_$f_0$,r_$t_0$,r_$\beta_1$,r_$\beta_2$,r_$c$,r_$f_0$,tess_$t_0$,tess_$\beta_1$,tess_$\beta_2$,tess_$c$,tess_$f_0$
lc_2019nvk_ZTF19abpullv_processed.csv,3.978912853723939e-15,,0.3221257236016107,31.13397439495677,5.158123037220756,22.127961938433547,45.21127525119339,25.14159075371892,5820.729432396517,6.268262789559099,,,,,
lc_2019nxp_ZTF19abqhyep_processed.csv,0.1059789925759475,0.0980756363708273,0.0064392137476357,34.42195927505644,5.878457433722924,0.801933847776637,0.1537977664932214,0.0080520880465249,61.74715708660721,6.574427282234846,,,,,
lc_2019nyf_ZTF19abqmuzn_processed.csv,2.070865756635944e-05,0.4533377346146938,2.292864435960018,160.3847739784235,12.527332496279962,3.286845783065309,0.4071287903160787,77.38072134110264,2819.9766567739134,13.66521454737846,,,,,
lc_2019nzp_ZTF19abqiacu_processed.csv,0.2447964126577577,0.1213742483358432,0.0064849739328871,42.91182285815972,6.01199393068822,1.339889109074602,0.2925008717289321,0.0157749717632003,147.52094292056552,13.52000467227148,,,,,
lc_2019nzq_ZTF19abqstxq_processed.csv,1.014681939488506,8.15767688919126,1.035530825222896,12010.033473681337,4.598720408957946,,,,,,0.2094148360478708,,,,35.81438321445826
lc_2019ook_ZTF19abrpadx_processed.csv,0.3521799661254345,0.5376830250039838,0.0475593077671709,250.3276094982953,8.440396474379043,106.34754195403144,25.723940842773185,3.849875816122736,4122.207013214433,8.566748139689807,,,,,58.99023445328773
lc_2019opz_ZTF18aavqadc_processed.csv,0.1625177193362295,,,21.45630560416776,5.858898420515252,,,0.0008497752286259,,3.1483617791523755,2.4886766706822705,0.954167462674742,0.0054474532975969,0.1068913525002535,
lc_2019osp_ZTF19abrhdui_processed.csv,8.469117798061896e-20,0.001648615989112,0.778954167710881,53.89104408163334,5.26977930373631,0.0027035047380712,0.0300589570692307,0.0596724295938706,40.90485680500106,5.308038419819779,0.0555246110002383,0.0389522778825276,0.5428570254053594,59.26554335630327,20.57664858386785
lc_2019owy_ZTF19abtniuc_processed.csv,0.7194534499102059,0.3216396311828431,0.0121176837557037,55.094923154348855,6.304302836959372,2.816889673072485,1.0978637480362126,0.0045783286878007,44.04374256242846,7.835356477365908,,,,,
lc_2019oxo_ZTF19abuhlfb_processed.csv,0.5747162941464947,0.1247869360347693,0.0027526171086065,11.29168725351402,8.040434847026239,0.1121237967944772,0.0936960941228376,0.0072359252196939,25.581077052583204,8.961284636097473,,,,,
lc_2019pat_ZTF19abtnmid_processed.csv,0.778656513561753,0.8825087195194248,0.0082800443638399,10.76979083595878,5.145428061960376,,,,,5.699131386497168,,,,,
lc_2019pau_ZTF19abtnwgz_processed.csv,0.5754312236963163,0.186855723613862,0.0032164954717145,1.944588322681449,11.256414908906391,1.8319668054092308,0.7930567613748315,0.0249459868966919,329.2376624817284,15.131043524844156,,,,,
lc_2019pdx_ZTF19abuhlxk_processed.csv,,,,,,,,,,,,,,,
lc_2019pfb_ZTF19abvdgqo_processed.csv,0.1294125079936663,0.0535491075865937,0.0011689027957768,24.695667623095822,5.720264058337527,0.2724074689545889,0.128496354165925,0.0007809254534983,32.64072182989735,6.091267808932528,,,,,
lc_2019pgu_ZTF19abulzhy_processed.csv,0.3356539819771215,0.1275051713201613,0.0014479798639615,23.959802580618906,5.667166060567469,0.6284127046493241,0.2124762597244587,0.0010642391419118,28.58868872002705,6.143596061219274,,,,,
lc_2019php_ZTF19abuvqgw_processed.csv,,,,,5.077607572422517,,,,,4.704694790604848,,,,,
lc_2019pju_ZTF18abfacml_processed.csv,0.5733583129651183,0.2472807466061792,0.0029496244610362,28.19866259335878,6.526047146266025,0.5081457204680269,0.1176924067647774,0.0088731583773468,36.862802902574415,7.725313261555345,,,,,
lc_2019pmr_ZTF19abxdpwz_processed.csv,2.806740202257368,0.9086186246956534,0.0010832988550479,2.22795348583015,8.01192610623617,0.7323887632924222,0.1584354934504126,0.0012455079808186,3.505943543186566,7.712498370937331,,,,,
lc_2019pmt_ZTF19abxdybz_processed.csv,1.0051598044992254,,0.0037708655814836,,8.023637494308943,1.2410223155260374,0.7016704833220668,0.0220198682037696,105.13971933815432,6.337055408595725,,,,,
lc_2019pnw_ZTF19abwaohs_processed.csv,0.3164823427869286,0.1229918886901687,0.0013904780959823,60.164152407762586,4.951964198576391,0.8449564721819874,0.3002854073257432,0.0013208477360485,86.2146032525308,5.415439331426007,,,,,
lc_2019pny_ZTF19abvjcii_processed.csv,0.950183099592857,0.3012734598766564,0.0018735093508878,3.281471998479625,9.094944037350814,,,0.0005557855322064,,8.478281582694033,2.469369347469161,0.2827405848672523,0.0047647370641963,0.5991626705975069,21.979344096125764
lc_2019prm_ZTF19abxwkij_processed.csv,3.477679686160762,0.7563909266837604,36.67420464831307,1831.5616348023773,9.952587674574389,158.1983867452819,16.859565981387085,3.4300144556833105,6239.0595061561335,13.307458721600112,4.162996631836904,,0.001443538318089,0.0870113389921208,13.73115583412125
lc_2019prs_ZTF19abvitks_processed.csv,0.5198797314431151,0.6634789128553108,0.0508807731426448,270.58061325148515,8.803134307765161,0.6534557488750941,4.1975128439211,0.9903210832516904,629.598438578471,11.433132126701404,1.869585639653825,0.444740831837998,0.0067569703381931,6.204489388676512,25.10811480359828
lc_2019prw_ZTF19abxfhrq_processed.csv,0.2418489293396245,0.129236743216529,0.0050947965318554,41.67747887715327,4.51977732761372,0.5126081363520943,0.25450039492255,0.0041144378416868,5.85944921247306,5.23700740585342,,,,,
lc_2019prx_ZTF19abxwvrt_processed.csv,,0.4184644546326427,,,4.8080126086907935,0.5821099191838908,3.707730985483795,1.1649672334728125,1181.2338198684058,5.131646846474415,,,,,
lc_2019ptf_ZTF19abvisqv_processed.csv,0.3026152724491859,0.2202719792796927,0.0125958830863431,14.250721177025774,16.663832408723756,,,,,27.410546018231496,0.8331489862581158,0.8961880855901817,0.005236568887828,170.38509061113265,27.113943327662145
lc_2019ptv_ZTF19abxfunp_processed.csv,0.0627130021839787,0.0452548660747224,0.0004673888262058,1.2706829273328584,4.662595958478939,0.0815220746680694,0.0308136867703853,0.0007926645171016,26.81117635723998,7.05194809599594,,,,,
lc_2019pzj_ZTF18acascph_processed.csv,0.0664416916577275,1.0228585109971624,0.2579830436302993,2237.614457789247,5.911765253258505,0.1809236906333746,2.689519462846552,0.6716416099342523,2592.3336668773604,5.231777475326759,,,,,
lc_2019qcu_ZTF19abyamdo_processed.csv,1.4244802927200582,0.4757058983611708,0.0185869380538522,85.13716332047923,5.567995673916976,2.131485766025383,0.2117146339425595,0.0079319264656815,,14.0873496971697,,,,,
lc_2019qcw_ZTF19abxqgqk_processed.csv,0.3968693550553477,0.1156692892138309,0.0035082173754676,41.53472373510424,6.367431026416561,0.697948609722196,0.1360563059127037,0.0044684483830984,51.87341697288471,7.538289600309781,,,,,
lc_2019qdh_ZTF19abxwkty_processed.csv,0.9693422638255016,0.6700608429214449,0.0058256190373424,37.34322665106094,7.553571899659744,,,0.0111649703214707,,8.695641063078122,,,,,
lc_2019qdi_ZTF19abyxihe_processed.csv,,,0.0038861627009509,,7.643500668241509,0.2054550716460178,0.2005608649973033,0.0235962511149134,31.92322189249032,7.025560026115424,,,,,
lc_2019qew_ZTF19abxglia_processed.csv,0.0144435451954401,0.0921663466243956,0.0098610255244874,20.38210536830365,5.528794749443463,0.0897168205650324,0.1098289083434589,0.0185715107468442,24.558609059915074,5.925151875076887,,,,,
lc_2019qey_ZTF19abyxpgt_processed.csv,0.2816664215283389,0.1219207760066199,0.00104631442148,6.633027426697732,5.225792154629876,0.3598274537827113,0.1160856841447822,0.0013207924594601,7.9118222467188355,7.139404761993493,,,,,
lc_2019qgj_ZTF19abtxoqy_processed.csv,,,,,,,0.1921518691539912,,,3.258799442826412,,,,,
lc_2019qhh_ZTF19abzizfw_processed.csv,,,,16.6261339119484,5.381380650986438,0.171773348243271,0.1787155537625648,0.008023414946863,49.23149749854436,6.565069619642709,,,,,
lc_2019qib_ZTF19abzfgtf_processed.csv,25.494756494657764,29.68499998778925,100.12080811408796,1906.8318719893284,5.422339339184124,3.90629318105476,1.4343911371503262,0.1694570535440341,379.0048353259767,6.022327166006091,,,,,
lc_2019qmt_ZTF19abzmquz_processed.csv,6.912180939668148,0.7707788923972398,0.0094356369234708,3.0722535111806746,8.407280685822226,0.0009373957979347,,,47.34734174901377,7.198699827602288,40.02421699351149,4.563437070912777,0.0559920765188967,0.3045889770155253,558.6684739235816
lc_2019qwj_ZTF19abyxkci_processed.csv,1.9501857009231225,0.99360828420329,0.0062333962317045,29.06000467197311,5.494157304436148,0.7294917770925655,0.2011336479454117,0.0112442341357379,79.45617094382673,6.516197093034374,,,,,
lc_2019rdp_ZTF18aboshoe_processed.csv,,0.4411018242019735,0.5116940276230675,,4.952422260935552,,,,,5.434417210658619,,,,,
lc_2019rpz_ZTF19acbixgk_processed.csv,1.128540698996775,0.2866824232090736,0.0014966062054373,25.62476537049478,6.372295673901517,0.7036914113903413,0.1548465728943068,0.0014784355133475,26.53211470499649,7.421203282355496,,,,,
lc_2019rqd_ZTF19acbpxwt_processed.csv,,,,,7.281911041104448,3.3623899608465337,1.4221790951614135,0.0064437827372135,217.8272562091828,7.624795882850649,0.1683929787322621,0.2793677769093399,0.0325630467750553,69.39224225790237,26.690681993058945
lc_2019rqu_ZTF19acbpole_processed.csv,,,,,6.463951084125979,25.493189839747323,33.237766438951255,5.747316354653198,1152.6668856015929,6.784665076852194,,,,,
lc_2019ruc_ZTF19accmcjt_processed.csv,,,,,22.67959686593541,,,,,,3.528026878002288,1.1469753271675915,0.0164138076481038,14.409839408136222,27.6031676836538
lc_2019ruf_ZTF19accmevg_processed.csv,13.699525746119328,2.033760157061748,0.089101057467214,586.2911934217665,7.77209929747282,0.6406675765038845,0.3724551645483533,0.0099172391024197,41.872074818840495,8.498358695667513,1.0636832370743077,0.5910014276305373,0.009569923906144,8.221551973912955,23.300218096664995
lc_2019rvh_ZTF19acbpzjg_processed.csv,0.7234056621440287,0.3229656593919696,0.0028355035459515,11.786059932727536,6.967656344341621,2.805826986697093,1.030169853455922,0.0249166762541448,299.2780002758786,7.823126650323628,,,,,
lc_2019rvx_ZTF19acctjbv_processed.csv,,,,,42.91528456331759,48.77032628840957,3.076141757228596,,,93.98594345022074,0.2346132568179344,,0.005645768290852,,33.17961784903476
lc_2019sgq_ZTF19accvilj_processed.csv,0.4728259111959018,0.1861694293139526,0.0017887117504633,3.14216452549565,6.080271286952293,0.6548558639228511,0.2358868325829659,0.0019853761459232,6.374122865454356,7.348479913776815,,,,,
lc_2019sij_ZTF19acbpxkf_processed.csv,0.7552827832105495,0.1769573164646034,0.0050868905306966,13.133698986582749,8.981003193882712,1.3942747172012824,0.4614067251991957,0.0063824166403516,24.70797710696793,9.545328662485792,,,,,
lc_2019slt_ZTF19acdcgqm_processed.csv,0.2367153079994325,0.0958362219741335,0.0031584536170244,11.424363067302682,5.430936092506854,0.6108673691809939,0.3019680403446196,0.0024592876396949,7.452491392481202,6.552107126677404,,,,,
lc_2019smf_ZTF19acenjem_processed.csv,1.1234796108288556,0.3271619589478277,0.0022080602017111,4.663844101460784,8.984172784904901,1.130555636951817,0.3494893913618789,0.0025110492599961,5.10500648473931,9.624919428191198,,,,,
lc_2019soh_ZTF19acetxvq_processed.csv,0.2370184068819277,0.0775697464114983,0.0025618523673654,96.68185471053316,6.44030625785378,,,0.0008272620409168,,9.672242997416085,1.1103545882000454,0.2840718054244122,0.0056845307696083,108.01617369162987,54.75778236998474
lc_2019spn_ZTF19acewlxo_processed.csv,0.2068364554179882,,,,6.72202706977107,0.902504377226814,0.2571753312551844,0.0033127434298332,15.253852698846329,8.577971781395012,,,,,
lc_2019sqj_ZTF19acdxlns_processed.csv,0.1444806907064216,0.1082824950746929,0.0298564988300235,66.02378966047581,7.636006785487558,,,,29.958281361515063,10.718890686111036,,,,,
lc_2019sqk_ZTF19aceuacu_processed.csv,1.5394144550784918,0.583230304778433,0.0067747382236605,105.0433058894628,6.994177702138132,1.557489681819632,0.6321850132231716,0.006062643819481,34.90053608010728,7.708081135244878,,,,,
lc_2019sql_ZTF19acewotx_processed.csv,1.840316098866276,0.2632109364633951,0.0065192290091818,13.867836976832525,19.556691322662747,1.6474239131767447,0.438012142828343,0.0107114508068195,33.548743259403764,26.43621227106337,1.3810395734842094,0.6613766239959652,0.0051612067555138,13.098322734344215,76.32517093632171
lc_2019sqn_ZTF19acewmzw_processed.csv,0.2728384729504091,0.1089534608565019,0.0689470594704935,151.35831419077724,5.809190908898485,,,,,5.910755222147523,,,,,
lc_2019stj_ZTF19acdhckv_processed.csv,0.084548032097013,0.0719599167869488,0.0151206040024589,28.39212441328075,6.579464976069495,0.9103832559861654,0.2832547689789477,0.0073610766705995,29.06086644328906,12.617501265666483,,,,,
lc_2019str_ZTF19acfslsb_processed.csv,0.263842684086456,0.398579366525659,0.0021472568028048,41.701495967294896,6.205565255985338,2.188904972266644,0.6753376461523088,0.0052326142258843,144.36378230208192,7.41209174277364,0.2393589834805199,0.1134064075411633,0.0145966240134563,68.1608273752402,47.3796679306749
lc_2019svm_ZTF19acfwlhy_processed.csv,1.2213927394149282,0.4435780268466946,0.0131502667645397,18.956953646475807,7.575106862005822,0.4112653555523448,0.1412996959370378,0.0147824573665309,32.9185034472413,7.53688790054467,0.2882913686865365,0.5435283575704724,0.2893110693773555,96.0994276645592,46.593101874440805
lc_2019swy_ZTF18abywcoi_processed.csv,0.0378326073986657,0.1147891429259158,0.0287148225189189,43.944919796449454,6.091240572767798,0.7342920293588575,0.3834543738842706,0.0914454740795791,337.9743908943263,6.191811179467106,,,,,
lc_2019sxc_ZTF19acgfhfd_processed.csv,,,0.3701553642564292,59.13170324065372,9.907972130512114,0.0442399654411314,0.0746168273125361,0.0207021273262098,164.3610193194929,14.376540403097309,,,,201.8713963502204,90.8159839858568
lc_2019sxe_ZTF19acfvzmr_processed.csv,0.0160721170945538,2.6038469539552165,,632.5761456105545,7.374100606627691,,3.4965141261323933,0.8560442890359591,,7.060731429355239,4.046069382114675,8.60436502729907,0.1482976241787147,61.66454490730887,37.08138157421762
lc_2019sxq_ZTF19acgeoxt_processed.csv,0.7865229986251401,0.2236183264346312,0.0256483455546597,72.13669253236867,6.956223719437828,0.4269114357384055,0.198123656476703,0.0182166838937379,49.20452427849239,6.908589526308924,,,,,
lc_2019syl_ZTF19acfsqjx_processed.csv,0.1874733971985783,0.1789316689729941,0.0153828504692586,34.59605190207604,7.816458481210522,0.7471383127242287,0.1782758543494949,0.0030660669553712,6.581620853406027,8.370952127288167,,,,,
lc_2019tac_ZTF19acfvqet_processed.csv,1.4033945676270936,0.459888270599755,0.0193334979732171,138.9858611849022,8.804874932627145,1.9523549661705493,0.627864495695189,0.0243197196712555,165.9056974744941,15.49613089189615,,,,,
lc_2019tae_ZTF18acfqtql_processed.csv,2.223721902326228e-06,0.0743988881440129,0.0514555334754818,26.11258600818551,5.6078254808844274,0.5751120950066653,0.2149560570137716,0.106563610460629,112.29368671214884,5.353465644475262,,,,,
lc_2019tfa_ZTF19acgqjln_processed.csv,0.2624439276006721,0.0893617568837763,0.0008692566332654,4.069300880816858,6.997916826306026,0.7637240172019047,0.3558126231624742,0.0009106544832149,20.07139248783826,6.806407566848433,0.9677034033822552,0.10285279079766,0.0064863340749879,24.28268793866968,18.99594153015777
lc_2019tfd_ZTF19achbhfc_processed.csv,2.647761720542576,24.891474193978816,20.300498080592792,68770.00819895469,4.278758118438835,,,,,,0.0893591863194707,0.121129429353047,0.0086610734388165,340.6550050778348,22.85487226900917
lc_2019til_ZTF19acfzxms_processed.csv,,,,,,0.0015958143422692,0.0555253750436007,0.3974892011195442,24.42428988990722,10.980392155538338,0.0314604835709195,0.0138434836183675,0.0091224736604328,4.143564153551293,1.247187083081985
lc_2019tjs_ZTF19acigmtd_processed.csv,,,,,,,,41019.01103346348,,6.069824996419432,,,,,
