,g_$t_0$,g_$\beta_1$,g_$\beta_2$,g_$c$,g_$f_0$,r_$t_0$,r_$\beta_1$,r_$\beta_2$,r_$c$,r_$f_0$,tess_$t_0$,tess_$\beta_1$,tess_$\beta_2$,tess_$c$,tess_$f_0$
lc_2018fzi_ZTF18abtkqkb_processed.csv,0.6786978552561507,0.1809560342743807,0.0126316268040382,127.52485624001456,8.39193570747289,0.5557475190161403,0.1536783251325664,0.0023769691238277,17.34659516516382,10.482534153511896,2.401469328918618,1.2634336869452871,0.0118966099168305,368.91481950029566,70.13892793525469
lc_2018grv_ZTF18abwerpm_processed.csv,,,,,11.926711494898647,,,,,12.631728009025938,1.1030370691137108,0.6136394607741917,0.0046742257972913,21.542652077212647,33.04769758606024
lc_2018gxi_ZTF18abzscns_processed.csv,0.3328766135735209,0.2113185090794032,0.3425366897292202,115.91422853974768,6.598345870096601,,,,,6.962855116728631,,,,,
lc_2018hgl_ZTF18acbxshd_processed.csv,,,,,,,,,,,,,0.0084074278775705,,48.68737537695903
lc_2018hka_ZTF18acbudzh_processed.csv,,,,,,,,,,,0.3714884293430869,1.245180159172065,0.0733476831494386,86.50591090091685,32.3398352524907
lc_2018hkb_ZTF18acbudzo_processed.csv,,,,,,,,,,,2.2480995518920293,1.281882286651672,0.0156597149255605,27.31647860453745,92.43022060771705
lc_2018hrs_ZTF18acbufud_processed.csv,,,,,,,,,,,,,,,
lc_2018huc_ZTF18acbvcmw_processed.csv,0.3551483855109488,,0.0010413056665855,,1119.0581177740169,0.6692841432467621,0.109114715405891,0.0191804751037496,173.47350523693476,22.062766016200563,6.612336360265749,0.8294072231678092,0.0103415012635902,720.763189280807,31.000076436652364
lc_2018hxq_ZTF18abyiusv_processed.csv,,,,,5.957243587904993,0.5127374415278819,4.992755535200394,2.328244101155293,,7.201517445092722,,,,,
lc_2018hyy_ZTF18acckoil_processed.csv,0.1208304743263767,0.038879820926888,0.0189242212124932,200.65719890446184,20.16942255544672,0.1652858803542019,0.0670229987803081,0.0005751615641568,22.371708423187005,21.467603321483548,1.3210772229272891,0.305800288526028,0.0030955369807091,848.1618979864057,41.41069909908233
lc_2018ifh_ZTF18accjwuo_processed.csv,,,,,380993.30893840006,,,,,,,,,,85.56626551753195
lc_2018ijn_ZTF18acfvhko_processed.csv,,1.5175517080002396,0.0092447019701625,0.4017109448292552,,,,,,,,,,,
lc_2018ime_ZTF18achoord_processed.csv,2.18212033047605,1.0969242898541642,0.0024008873251817,22.794357264567903,21.5271536403902,,,,,,3.931662494415277,3.75326309837444,0.0276117472352311,89.11699914762902,29.160068659835385
lc_2018iti_ZTF18achqdch_processed.csv,,,0.4143248575749906,45.13012975965925,14.204184869786475,,,,,21.65204030797889,1.5062258056970814,1.377604107480758,0.0555686181903671,142.1457773437435,24.853175324229
lc_2018itr_ZTF18acmyxfx_processed.csv,,,,,,0.5155663501241374,0.2513858685030667,0.020578167988112,94.46051158934094,14.073396695576005,,,,,
lc_2018iuj_ZTF18acmyhbd_processed.csv,0.7930982080664238,0.4331328557296893,0.0058006559385569,5.113219609173899,23.51981965908192,,,,,,2.941471437531734,1.7839193631080892,0.663387227825508,332.28997290419,47.99865556310312
lc_2018iwg_ZTF18abwbcjx_processed.csv,,,0.1224608523309003,,18.118711466547897,,,0.0390630879517492,,21.898566615165976,,,,46.51328143689212,23.09550584009369
lc_2018iyh_ZTF18acmwyya_processed.csv,0.7561176070045129,0.4297011455335582,0.0326004471229435,110.11053917224638,29.33962320233607,,,0.2805789337997706,43.64534627374756,21.002609993544485,0.0947694843477338,0.7860233617662111,0.0440180518917974,48.30219086423288,24.906073984956507
lc_2018iyx_ZTF18acptgzz_processed.csv,0.9199316209911196,0.3672188141354668,0.0025523338331424,2.951837155110769,8.086946686777244,2.0391216719388185e-05,0.1897900809026366,0.0054789504009954,34.028163361405774,8.76466381945724,,,,,
lc_2018izg_ZTF18acrcshq_processed.csv,5.756281075842545,4.896147972992395,5.771144066461408,1626.715203998481,13.638736360046384,,,,,21.54116078139762,,,,,
lc_2018jeb_ZTF18acpuxuh_processed.csv,,2.1106606860221686,,,11.280154798829088,4.041071431380808,1.0444987683747342,0.0052174687327618,0.6798941669386789,25.992337088968352,,,,,
lc_2018jjs_ZTF18acrvakb_processed.csv,2.566257412362168e-15,0.0097840361724598,0.031251262669431,66.52300004056295,7.799915299733299,0.2248410834810181,0.0901638155738609,0.0018756276026049,63.34432935953167,10.364084724256529,,,0.0011050796517509,,27.94025613497667
lc_2018jnd_ZTF18actacux_processed.csv,2.419803592022836,0.3850311214078818,0.0141341730142531,216.9429473831389,7.321428202467718,,,0.0402630673736005,42.27466482562441,9.41562108260606,0.3498631827433914,0.2371590792294422,0.0258227434708389,101.6742664414583,22.45043922736229
lc_2018jwh_ZTF18acuypmo_processed.csv,1.0912309648669808e-05,0.1781399777330543,3.3116489586797684,274.27854623384684,13.431490835532609,120.62471678005326,,0.6414589407575176,11577.969588341166,14.123474287493664,1.3747315971409717,0.5371647033266834,0.0130838326418649,33.34582967792221,30.266300354883786
lc_2018kfv_ZTF18acwutbr_processed.csv,0.087253282357424,0.0799770117932495,0.0046852652402538,395.4922331404601,9.171501586769004,,,,,,,,,,
lc_2018koy_ZTF18adaifep_processed.csv,1.208725546478571,0.2560690824734556,0.007192998925466,592.6795965405198,16.57460862965457,2.7040967604624475,1.3921781988164326,0.0606151698630809,1370.1271342857367,18.662192363302164,,,,,
lc_2018ksr_ZTF18adaivyd_processed.csv,1.554042772455777,164.5726174374401,91.62529445051533,,28.05517533621883,100.43923805295984,2.4012697590409307,0.4543211544566058,2315.804690906004,28.239442493274613,,,,,
lc_2018lit_ZTF18adbczrq_processed.csv,,,,,,,,,,,0.6842280930007244,1.196942726975213,0.0209709010037487,39.91333960620134,47.697698676413104
lc_2018lot_ZTF17aaabgiw_processed.csv,,,,,,,,,2986.604689382045,136.30846355589398,0.0289182883780158,0.0191497624938993,0.0002662100652089,98.08087183276456,18.65124582328744
lc_2019aba_ZTF19aaeicsm_processed.csv,61.06886567654528,3.1067202435754147,0.3528576460827602,1854.942391027492,22.26324380520667,,,,,,1.2791495914375617,0.1993573055509545,0.0047798616892645,21.25981853846477,33.77957698609312
lc_2019aeu_ZTF19aaernbi_processed.csv,,,,4141.580599198777,17.583006549641762,2.587415959626571,1.7443688318988282,0.6347369896066658,357.69265257439315,22.499744063741744,,,,,68.94179594899325
lc_2019axj_ZTF19aajwjwq_processed.csv,,,,,,,,,,,,,,,
lc_2019bip_ZTF19aallimd_processed.csv,,,,,,,,,,,,,,,
lc_2019biu_ZTF19aalmhlj_processed.csv,4.879548746839458,0.4565688376765954,0.0079467356977156,2.0535766543638947,31.707303710449946,7.034652149678371,1.9610686079698767,0.0373395469053496,802.2442179583688,31.669026378043004,,22.00824635530561,,1191.0660749442773,
lc_2019boo_ZTF19aalybmv_processed.csv,,,,,43.91253907228401,1.4826086993301009,,,,19.324387268146094,,,,,
lc_2019bop_ZTF19aalypsi_processed.csv,7.578789640048633,1.3861878135707095,0.0659532499293805,172.5042323622804,38.22983440431784,9.274379543032568,3.314813181801394,0.1235923639446658,758.616360951563,38.2511895548592,331.3348235391655,,0.1794016425081046,,
lc_2019bwo_ZTF19aamgvxq_processed.csv,,,,,,,,,,,,,,,
lc_2019bwu_ZTF19aamsjlt_processed.csv,164.56930104108594,14.27495127751961,0.7721197161228976,1931.9756939400484,16.13320356946145,,,,,24.58789467045336,,,,,
lc_2019bxi_ZTF19aamoidt_processed.csv,,,,,56.38846917944957,,,,,,1.0786219752516013,0.4042110256114141,0.0029881086243011,41.72902802348418,42.72690341123756
lc_2019cxt_ZTF19aapelnr_processed.csv,,,,,24.45570670165354,,,,,36.0306467669466,0.9823059255097204,0.3026467464076405,0.0218387709786562,74.5303696730608,26.88015382784446
lc_2019dhz_ZTF19aapfnym_processed.csv,,,,24.86881000736344,30.988050619936512,,,,38.04141114618023,21.90039233112596,,,,,
lc_2019fp_ZTF19aaajbmv_processed.csv,,,,,16.76433301962179,0.2810841481313954,0.7028362741914747,0.3885348554911334,2171.670689859809,22.21087133935704,2.4852424035474048,1.372827515827566,0.0304031328735108,132.69965960756522,31.93330352444892
lc_2019lmf_ZTF19abghldi_processed.csv,0.5702924818080671,0.2125415915197972,0.0023637008639763,4.965353820769549,5.710465061643453,0.80021933615146,0.2750499485920604,0.0029072610425594,4.517875086944401,6.006503596241264,,,,,
lc_2019lpk_ZTF19abggupq_processed.csv,0.741670059102175,0.2297132261655272,0.0020887309929,10.623772997273052,5.609902850084268,0.289653442814325,0.0735867687195704,0.0131848256479017,40.28582715125528,5.40275301883097,,,,,
lc_2019lus_ZTF19abiioum_processed.csv,1.537832640709936e-14,0.0117980319354656,0.8881702749998441,25.60137791206006,9.207598645545882,1.7145328898046373,0.3328469061268069,0.0043482398722761,12.737382089448646,10.747195288717036,,,,,
lc_2019lut_ZTF19abilrvz_processed.csv,0.4954811059154777,1.141839233656052,0.2693852068244428,192.04834687638336,5.671382382208602,1.4522403722125627,4.754857145598777,0.563204325518936,105.67928712345189,5.032363183253612,,,,,
lc_2019mbi_ZTF19abjibet_processed.csv,0.2002034642496141,0.0685801415171641,0.0004643685542451,11.7638348032494,8.630902247249987,0.2529611024901528,0.065802794677485,0.0004865553010471,2.951740064434333,7.258234413629817,0.772626377840926,0.2356926830679818,0.0013910577060053,18.648756217200745,27.9796693608704
lc_2019mdw_ZTF19abinjcy_processed.csv,0.3781298425359678,0.1511074567157458,0.0019702478399447,14.666561571524936,5.96774511152284,1.6920555214637114,0.6310194643528879,0.0029095819879262,123.50002855058985,6.804540225888887,,,,,121.60738576535404
lc_2019meg_ZTF19abhhjcc_processed.csv,0.4976037773932764,0.1328055291412939,0.0010652367963433,17.581815468225322,5.515296701042269,0.742778292915129,0.1425443078515825,0.0012713699427271,4.378637127240338,7.445250049132253,,,,,
lc_2019mrg_ZTF19abjrkqn_processed.csv,0.9035910509503864,0.3600930082396463,0.004634558652663,3.308191821784618,12.626868785151796,,,,,,0.0570939736121997,0.1366394152496624,0.0230151737307977,90.3293040923847,30.730064145012086
lc_2019mue_ZTF19abmylxw_processed.csv,,,,,,,,,,,,,,,
lc_2019mvj_ZTF19abnmrqt_processed.csv,0.1932276622877299,0.091381803428158,0.007316652325627,32.94467082963792,4.079934785469348,0.443575989400454,0.148029964157824,0.0012045708664545,1.5614659090373255,5.21050250069887,,,,,
lc_2019ncd_ZTF19abowcic_processed.csv,,,0.0013318403905376,,5.141341668782092,0.9336580901411076,0.4883232564646318,0.0020037848365176,12.111997923125044,5.615268994053227,,,,,
lc_2019nnr_ZTF19ablkizm_processed.csv,0.5147448401968356,0.1965970094371082,0.0051326989498515,42.99629570956704,8.272108523710077,,,0.0007163586293447,,10.049003222582437,1.0003697220624015,0.5859281020228769,0.0292466995889696,185.41973722669223,35.2422372456077
lc_2019noc_ZTF19abomagh_processed.csv,0.4835202148994015,0.1461831960354219,0.0012653926657428,2.074454853818869,7.68421771369376,0.5424109202372663,0.1800153701981275,0.0111147967684526,49.6836586987765,4.889394296511793,,,,,
lc_2019nql_ZTF19abnmnrz_processed.csv,,,,,8.096528759601862,0.924799016319776,0.2306391145299222,0.0026251763080168,2.4037084047742883,7.878099848282162,,,,,
lc_2019nqn_ZTF19abplqji_processed.csv,,0.2708168587528886,,1.5648277309261125,3.9801789292075567,1.0488329338097215,0.4773703707032965,0.0350041243923113,52.97410282217013,7.499717158269143,,,,,
lc_2019nvj_ZTF19abpphqt_processed.csv,0.7733847739744881,0.4336249967705674,0.0034239498267842,11.5998869943575,4.51357379691603,0.641975824967489,0.3191328489967368,0.0102769163054752,54.07446911096756,4.8787298928881695,,,,,
